GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_h1,CumPaidLoss_h1,BulkLoss_h1,EarnedPremDIR_h1,EarnedPremCeded_h1,EarnedPremNet_h1,Single,PostedReserve97_h1
24660,Cumberland Cas & Surety Co,1993,2001,9,0,0,0,0,0,0,1,8
24660,Cumberland Cas & Surety Co,1993,2002,10,0,0,0,0,0,0,1,8
24660,Cumberland Cas & Surety Co,1994,1994,1,1,0,1,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1994,1995,2,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1994,1996,3,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1994,1997,4,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1994,1998,5,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1994,1999,6,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1994,2000,7,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1994,2001,8,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1994,2002,9,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1994,2003,10,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,1995,1,1,0,1,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,1996,2,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,1997,3,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,1998,4,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,1999,5,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,2000,6,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,2001,7,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,2002,8,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,2003,9,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1995,2004,10,0,0,0,11,0,11,1,8
24660,Cumberland Cas & Surety Co,1996,1996,1,2,0,2,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1996,1997,2,0,0,0,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1996,1998,3,0,0,0,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1996,1999,4,0,0,0,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1996,2000,5,0,0,0,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1996,2001,6,0,0,0,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1996,2002,7,0,0,0,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1996,2003,8,0,0,0,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1996,2004,9,0,0,0,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1996,2005,10,0,0,0,9,0,9,1,8
24660,Cumberland Cas & Surety Co,1997,1997,1,9,0,9,41,13,28,1,8
24660,Cumberland Cas & Surety Co,1997,1998,2,0,0,0,41,13,28,1,8
24660,Cumberland Cas & Surety Co,1997,1999,3,0,0,0,41,13,28,1,8
24660,Cumberland Cas & Surety Co,1997,2000,4,0,0,0,41,13,28,1,8
24660,Cumberland Cas & Surety Co,1997,2001,5,80,0,80,41,13,28,1,8
24660,Cumberland Cas & Surety Co,1997,2002,6,0,0,0,41,13,28,1,8
24660,Cumberland Cas & Surety Co,1997,2003,7,0,0,0,41,13,28,1,8
24660,Cumberland Cas & Surety Co,1997,2004,8,55,1,19,41,13,28,1,8
24660,Cumberland Cas & Surety Co,1997,2005,9,61,20,0,41,13,28,1,8
24660,Cumberland Cas & Surety Co,1997,2006,10,81,51,0,41,13,28,1,8
24830,Cities & Villages Mut Ins Co,1988,1988,1,927,0,858,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1988,1989,2,927,0,633,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1988,1990,3,927,194,585,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1988,1991,4,949,194,658,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1988,1992,5,860,218,591,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1988,1993,6,530,251,225,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1988,1994,7,542,241,130,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1988,1995,8,572,293,123,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1988,1996,9,624,420,57,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1988,1997,10,581,423,14,1628,92,1536,1,4585
24830,Cities & Villages Mut Ins Co,1989,1989,1,960,0,909,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1989,1990,2,960,1,876,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1989,1991,3,960,21,763,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1989,1992,4,961,66,826,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1989,1993,5,491,72,404,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1989,1994,6,284,92,216,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1989,1995,7,250,92,158,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1989,1996,8,123,94,24,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1989,1997,9,110,96,14,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1989,1998,10,109,96,13,1635,184,1451,1,4585
24830,Cities & Villages Mut Ins Co,1990,1990,1,1285,20,1177,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1990,1991,2,1035,20,903,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1990,1992,3,1284,523,723,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1990,1993,4,625,507,383,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1990,1994,5,387,72,254,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1990,1995,6,358,119,187,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1990,1996,7,224,120,50,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1990,1997,8,191,123,15,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1990,1998,9,196,124,14,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1990,1999,10,174,176,-2,1693,224,1469,1,4585
24830,Cities & Villages Mut Ins Co,1991,1991,1,980,20,854,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1991,1992,2,929,24,832,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1991,1993,3,618,57,467,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1991,1994,4,579,78,417,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1991,1995,5,657,258,315,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1991,1996,6,652,504,73,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1991,1997,7,710,555,35,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1991,1998,8,681,670,23,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1991,1999,9,721,690,-6,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1991,2000,10,775,753,-7,1592,281,1311,1,4585
24830,Cities & Villages Mut Ins Co,1992,1992,1,1007,0,908,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1992,1993,2,729,7,649,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1992,1994,3,709,43,607,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1992,1995,4,615,145,393,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1992,1996,5,618,392,140,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1992,1997,6,2536,503,158,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1992,1998,7,2490,612,92,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1992,1999,8,2313,2308,5,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1992,2000,9,2302,2308,-6,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1992,2001,10,2292,2308,-16,1818,317,1501,1,4585
24830,Cities & Villages Mut Ins Co,1993,1993,1,815,147,558,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1993,1994,2,752,168,596,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1993,1995,3,746,251,472,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1993,1996,4,480,254,182,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1993,1997,5,467,304,163,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1993,1998,6,413,304,109,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1993,1999,7,332,310,23,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1993,2000,8,371,342,3,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1993,2001,9,385,386,-9,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1993,2002,10,361,384,-23,1262,120,1142,1,4585
24830,Cities & Villages Mut Ins Co,1994,1994,1,663,55,579,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1994,1995,2,541,80,440,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1994,1996,3,371,89,245,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1994,1997,4,299,109,190,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1994,1998,5,281,134,119,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1994,1999,6,188,160,28,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1994,2000,7,162,160,2,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1994,2001,8,141,160,-19,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1994,2002,9,113,160,-47,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1994,2003,10,161,160,1,1182,80,1102,1,4585
24830,Cities & Villages Mut Ins Co,1995,1995,1,653,0,653,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1995,1996,2,695,-1,660,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1995,1997,3,597,43,482,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1995,1998,4,296,98,202,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1995,1999,5,210,101,104,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1995,2000,6,228,127,81,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1995,2001,7,306,225,71,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1995,2002,8,233,225,8,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1995,2003,9,226,225,1,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1995,2004,10,226,225,1,1218,0,1218,1,4585
24830,Cities & Villages Mut Ins Co,1996,1996,1,731,4,700,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1996,1997,2,574,48,393,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1996,1998,3,711,59,539,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1996,1999,4,659,386,180,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1996,2000,5,588,411,144,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1996,2001,6,521,416,96,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1996,2002,7,511,420,71,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1996,2003,8,500,478,18,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1996,2004,9,479,478,1,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1996,2005,10,479,478,1,1235,0,1235,1,4585
24830,Cities & Villages Mut Ins Co,1997,1997,1,625,0,625,1242,0,1242,1,4585
24830,Cities & Villages Mut Ins Co,1997,1998,2,716,15,690,1242,0,1242,1,4585
24830,Cities & Villages Mut Ins Co,1997,1999,3,763,73,614,1242,0,1242,1,4585
24830,Cities & Villages Mut Ins Co,1997,2000,4,524,79,272,1242,0,1242,1,4585
24830,Cities & Villages Mut Ins Co,1997,2001,5,415,179,178,1242,0,1242,1,4585
24830,Cities & Villages Mut Ins Co,1997,2002,6,329,232,89,1242,0,1242,1,4585
24830,Cities & Villages Mut Ins Co,1997,2003,7,241,240,1,1242,0,1242,1,4585
24830,Cities & Villages Mut Ins Co,1997,2004,8,241,240,1,1242,0,1242,1,4585
24830,Cities & Villages Mut Ins Co,1997,2005,9,241,240,1,1242,0,1242,1,4585
24830,Cities & Villages Mut Ins Co,1997,2006,10,241,240,1,1242,0,1242,1,4585
26077,Lancer Ins Co,1988,1988,1,136,2,120,293,69,224,1,1179
26077,Lancer Ins Co,1988,1989,2,149,4,9,293,69,224,1,1179
26077,Lancer Ins Co,1988,1990,3,135,62,18,293,69,224,1,1179
26077,Lancer Ins Co,1988,1991,4,138,88,10,293,69,224,1,1179
26077,Lancer Ins Co,1988,1992,5,149,96,5,293,69,224,1,1179
26077,Lancer Ins Co,1988,1993,6,137,102,3,293,69,224,1,1179
26077,Lancer Ins Co,1988,1994,7,216,156,10,293,69,224,1,1179
26077,Lancer Ins Co,1988,1995,8,218,156,8,293,69,224,1,1179
26077,Lancer Ins Co,1988,1996,9,175,163,0,293,69,224,1,1179
26077,Lancer Ins Co,1988,1997,10,187,173,0,293,69,224,1,1179
26077,Lancer Ins Co,1989,1989,1,140,2,111,290,77,213,1,1179
26077,Lancer Ins Co,1989,1990,2,128,50,30,290,77,213,1,1179
26077,Lancer Ins Co,1989,1991,3,139,59,14,290,77,213,1,1179
26077,Lancer Ins Co,1989,1992,4,136,74,22,290,77,213,1,1179
26077,Lancer Ins Co,1989,1993,5,119,83,18,290,77,213,1,1179
26077,Lancer Ins Co,1989,1994,6,108,83,25,290,77,213,1,1179
26077,Lancer Ins Co,1989,1995,7,93,83,10,290,77,213,1,1179
26077,Lancer Ins Co,1989,1996,8,93,83,10,290,77,213,1,1179
26077,Lancer Ins Co,1989,1997,9,93,83,10,290,77,213,1,1179
26077,Lancer Ins Co,1989,1998,10,83,83,0,290,77,213,1,1179
26077,Lancer Ins Co,1990,1990,1,203,3,129,450,113,337,1,1179
26077,Lancer Ins Co,1990,1991,2,377,51,17,450,113,337,1,1179
26077,Lancer Ins Co,1990,1992,3,544,116,63,450,113,337,1,1179
26077,Lancer Ins Co,1990,1993,4,534,167,20,450,113,337,1,1179
26077,Lancer Ins Co,1990,1994,5,545,220,25,450,113,337,1,1179
26077,Lancer Ins Co,1990,1995,6,541,524,17,450,113,337,1,1179
26077,Lancer Ins Co,1990,1996,7,534,524,10,450,113,337,1,1179
26077,Lancer Ins Co,1990,1997,8,534,524,10,450,113,337,1,1179
26077,Lancer Ins Co,1990,1998,9,524,524,0,450,113,337,1,1179
26077,Lancer Ins Co,1990,1999,10,524,524,0,450,113,337,1,1179
26077,Lancer Ins Co,1991,1991,1,585,1,539,1260,358,902,1,1179
26077,Lancer Ins Co,1991,1992,2,555,32,465,1260,358,902,1,1179
26077,Lancer Ins Co,1991,1993,3,547,216,213,1260,358,902,1,1179
26077,Lancer Ins Co,1991,1994,4,1037,825,25,1260,358,902,1,1179
26077,Lancer Ins Co,1991,1995,5,953,923,25,1260,358,902,1,1179
26077,Lancer Ins Co,1991,1996,6,966,941,25,1260,358,902,1,1179
26077,Lancer Ins Co,1991,1997,7,966,941,25,1260,358,902,1,1179
26077,Lancer Ins Co,1991,1998,8,941,941,0,1260,358,902,1,1179
26077,Lancer Ins Co,1991,1999,9,939,939,0,1260,358,902,1,1179
26077,Lancer Ins Co,1991,2000,10,939,939,0,1260,358,902,1,1179
26077,Lancer Ins Co,1992,1992,1,348,7,258,976,413,563,1,1179
26077,Lancer Ins Co,1992,1993,2,317,42,196,976,413,563,1,1179
26077,Lancer Ins Co,1992,1994,3,317,82,200,976,413,563,1,1179
26077,Lancer Ins Co,1992,1995,4,260,86,155,976,413,563,1,1179
26077,Lancer Ins Co,1992,1996,5,205,87,100,976,413,563,1,1179
26077,Lancer Ins Co,1992,1997,6,151,90,50,976,413,563,1,1179
26077,Lancer Ins Co,1992,1998,7,166,95,10,976,413,563,1,1179
26077,Lancer Ins Co,1992,1999,8,155,102,0,976,413,563,1,1179
26077,Lancer Ins Co,1992,2000,9,110,110,0,976,413,563,1,1179
26077,Lancer Ins Co,1992,2001,10,110,110,0,976,413,563,1,1179
26077,Lancer Ins Co,1993,1993,1,400,46,300,929,290,639,1,1179
26077,Lancer Ins Co,1993,1994,2,400,89,217,929,290,639,1,1179
26077,Lancer Ins Co,1993,1995,3,366,159,165,929,290,639,1,1179
26077,Lancer Ins Co,1993,1996,4,447,223,50,929,290,639,1,1179
26077,Lancer Ins Co,1993,1997,5,439,254,60,929,290,639,1,1179
26077,Lancer Ins Co,1993,1998,6,363,317,20,929,290,639,1,1179
26077,Lancer Ins Co,1993,1999,7,354,318,10,929,290,639,1,1179
26077,Lancer Ins Co,1993,2000,8,322,322,0,929,290,639,1,1179
26077,Lancer Ins Co,1993,2001,9,322,322,0,929,290,639,1,1179
26077,Lancer Ins Co,1993,2002,10,318,318,0,929,290,639,1,1179
26077,Lancer Ins Co,1994,1994,1,275,74,190,827,342,485,1,1179
26077,Lancer Ins Co,1994,1995,2,251,74,170,827,342,485,1,1179
26077,Lancer Ins Co,1994,1996,3,251,82,151,827,342,485,1,1179
26077,Lancer Ins Co,1994,1997,4,214,94,100,827,342,485,1,1179
26077,Lancer Ins Co,1994,1998,5,153,108,40,827,342,485,1,1179
26077,Lancer Ins Co,1994,1999,6,139,112,20,827,342,485,1,1179
26077,Lancer Ins Co,1994,2000,7,126,122,0,827,342,485,1,1179
26077,Lancer Ins Co,1994,2001,8,104,104,0,827,342,485,1,1179
26077,Lancer Ins Co,1994,2002,9,104,104,0,827,342,485,1,1179
26077,Lancer Ins Co,1994,2003,10,112,112,0,827,342,485,1,1179
26077,Lancer Ins Co,1995,1995,1,255,2,240,861,389,472,1,1179
26077,Lancer Ins Co,1995,1996,2,500,42,100,861,389,472,1,1179
26077,Lancer Ins Co,1995,1997,3,476,295,100,861,389,472,1,1179
26077,Lancer Ins Co,1995,1998,4,464,390,50,861,389,472,1,1179
26077,Lancer Ins Co,1995,1999,5,432,387,25,861,389,472,1,1179
26077,Lancer Ins Co,1995,2000,6,465,397,5,861,389,472,1,1179
26077,Lancer Ins Co,1995,2001,7,515,429,0,861,389,472,1,1179
26077,Lancer Ins Co,1995,2002,8,558,438,0,861,389,472,1,1179
26077,Lancer Ins Co,1995,2003,9,554,554,0,861,389,472,1,1179
26077,Lancer Ins Co,1995,2004,10,554,554,0,861,389,472,1,1179
26077,Lancer Ins Co,1996,1996,1,294,3,270,953,479,474,1,1179
26077,Lancer Ins Co,1996,1997,2,294,12,229,953,479,474,1,1179
26077,Lancer Ins Co,1996,1998,3,277,32,187,953,479,474,1,1179
26077,Lancer Ins Co,1996,1999,4,245,102,127,953,479,474,1,1179
26077,Lancer Ins Co,1996,2000,5,125,103,7,953,479,474,1,1179
26077,Lancer Ins Co,1996,2001,6,120,110,7,953,479,474,1,1179
26077,Lancer Ins Co,1996,2002,7,121,118,0,953,479,474,1,1179
26077,Lancer Ins Co,1996,2003,8,121,121,0,953,479,474,1,1179
26077,Lancer Ins Co,1996,2004,9,124,124,0,953,479,474,1,1179
26077,Lancer Ins Co,1996,2005,10,124,124,0,953,479,474,1,1179
26077,Lancer Ins Co,1997,1997,1,265,4,245,1189,765,424,1,1179
26077,Lancer Ins Co,1997,1998,2,252,19,208,1189,765,424,1,1179
26077,Lancer Ins Co,1997,1999,3,269,98,128,1189,765,424,1,1179
26077,Lancer Ins Co,1997,2000,4,174,156,-12,1189,765,424,1,1179
26077,Lancer Ins Co,1997,2001,5,196,170,20,1189,765,424,1,1179
26077,Lancer Ins Co,1997,2002,6,175,175,0,1189,765,424,1,1179
26077,Lancer Ins Co,1997,2003,7,175,175,0,1189,765,424,1,1179
26077,Lancer Ins Co,1997,2004,8,179,175,4,1189,765,424,1,1179
26077,Lancer Ins Co,1997,2005,9,252,252,0,1189,765,424,1,1179
26077,Lancer Ins Co,1997,2006,10,252,252,0,1189,765,424,1,1179
26433,Harco Natl Ins Co,1988,1988,1,58,0,58,1692,1640,52,1,548
26433,Harco Natl Ins Co,1988,1989,2,32,0,0,1692,1640,52,1,548
26433,Harco Natl Ins Co,1988,1990,3,62,0,62,1692,1640,52,1,548
26433,Harco Natl Ins Co,1988,1991,4,24,24,0,1692,1640,52,1,548
26433,Harco Natl Ins Co,1988,1992,5,29,24,5,1692,1640,52,1,548
26433,Harco Natl Ins Co,1988,1993,6,42,24,18,1692,1640,52,1,548
26433,Harco Natl Ins Co,1988,1994,7,24,24,0,1692,1640,52,1,548
26433,Harco Natl Ins Co,1988,1995,8,24,24,0,1692,1640,52,1,548
26433,Harco Natl Ins Co,1988,1996,9,24,24,0,1692,1640,52,1,548
26433,Harco Natl Ins Co,1988,1997,10,33,33,0,1692,1640,52,1,548
26433,Harco Natl Ins Co,1989,1989,1,103,0,103,1838,1667,171,1,548
26433,Harco Natl Ins Co,1989,1990,2,92,0,92,1838,1667,171,1,548
26433,Harco Natl Ins Co,1989,1991,3,190,4,88,1838,1667,171,1,548
26433,Harco Natl Ins Co,1989,1992,4,69,54,15,1838,1667,171,1,548
26433,Harco Natl Ins Co,1989,1993,5,73,54,19,1838,1667,171,1,548
26433,Harco Natl Ins Co,1989,1994,6,72,54,18,1838,1667,171,1,548
26433,Harco Natl Ins Co,1989,1995,7,54,54,0,1838,1667,171,1,548
26433,Harco Natl Ins Co,1989,1996,8,54,54,0,1838,1667,171,1,548
26433,Harco Natl Ins Co,1989,1997,9,54,54,0,1838,1667,171,1,548
26433,Harco Natl Ins Co,1989,1998,10,54,54,0,1838,1667,171,1,548
26433,Harco Natl Ins Co,1990,1990,1,96,0,64,1826,1751,75,1,548
26433,Harco Natl Ins Co,1990,1991,2,38,9,15,1826,1751,75,1,548
26433,Harco Natl Ins Co,1990,1992,3,84,62,19,1826,1751,75,1,548
26433,Harco Natl Ins Co,1990,1993,4,89,62,27,1826,1751,75,1,548
26433,Harco Natl Ins Co,1990,1994,5,80,62,18,1826,1751,75,1,548
26433,Harco Natl Ins Co,1990,1995,6,77,62,15,1826,1751,75,1,548
26433,Harco Natl Ins Co,1990,1996,7,62,62,0,1826,1751,75,1,548
26433,Harco Natl Ins Co,1990,1997,8,62,62,0,1826,1751,75,1,548
26433,Harco Natl Ins Co,1990,1998,9,62,62,0,1826,1751,75,1,548
26433,Harco Natl Ins Co,1990,1999,10,62,62,0,1826,1751,75,1,548
26433,Harco Natl Ins Co,1991,1991,1,55,3,52,1812,1773,39,1,548
26433,Harco Natl Ins Co,1991,1992,2,36,3,33,1812,1773,39,1,548
26433,Harco Natl Ins Co,1991,1993,3,56,3,33,1812,1773,39,1,548
26433,Harco Natl Ins Co,1991,1994,4,84,57,24,1812,1773,39,1,548
26433,Harco Natl Ins Co,1991,1995,5,71,57,14,1812,1773,39,1,548
26433,Harco Natl Ins Co,1991,1996,6,57,57,0,1812,1773,39,1,548
26433,Harco Natl Ins Co,1991,1997,7,68,57,0,1812,1773,39,1,548
26433,Harco Natl Ins Co,1991,1998,8,58,57,0,1812,1773,39,1,548
26433,Harco Natl Ins Co,1991,1999,9,58,58,0,1812,1773,39,1,548
26433,Harco Natl Ins Co,1991,2000,10,58,58,0,1812,1773,39,1,548
26433,Harco Natl Ins Co,1992,1992,1,213,0,56,1695,1654,41,1,548
26433,Harco Natl Ins Co,1992,1993,2,189,4,47,1695,1654,41,1,548
26433,Harco Natl Ins Co,1992,1994,3,128,91,30,1695,1654,41,1,548
26433,Harco Natl Ins Co,1992,1995,4,110,91,19,1695,1654,41,1,548
26433,Harco Natl Ins Co,1992,1996,5,97,91,6,1695,1654,41,1,548
26433,Harco Natl Ins Co,1992,1997,6,91,91,0,1695,1654,41,1,548
26433,Harco Natl Ins Co,1992,1998,7,91,91,0,1695,1654,41,1,548
26433,Harco Natl Ins Co,1992,1999,8,91,91,0,1695,1654,41,1,548
26433,Harco Natl Ins Co,1992,2000,9,91,91,0,1695,1654,41,1,548
26433,Harco Natl Ins Co,1992,2001,10,91,91,0,1695,1654,41,1,548
26433,Harco Natl Ins Co,1993,1993,1,53,0,53,1683,1297,386,1,548
26433,Harco Natl Ins Co,1993,1994,2,94,7,51,1683,1297,386,1,548
26433,Harco Natl Ins Co,1993,1995,3,58,7,24,1683,1297,386,1,548
26433,Harco Natl Ins Co,1993,1996,4,45,7,9,1683,1297,386,1,548
26433,Harco Natl Ins Co,1993,1997,5,43,7,8,1683,1297,386,1,548
26433,Harco Natl Ins Co,1993,1998,6,30,17,13,1683,1297,386,1,548
26433,Harco Natl Ins Co,1993,1999,7,17,17,0,1683,1297,386,1,548
26433,Harco Natl Ins Co,1993,2000,8,63,63,0,1683,1297,386,1,548
26433,Harco Natl Ins Co,1993,2001,9,59,59,0,1683,1297,386,1,548
26433,Harco Natl Ins Co,1993,2002,10,63,63,0,1683,1297,386,1,548
26433,Harco Natl Ins Co,1994,1994,1,79,0,41,1742,1331,411,1,548
26433,Harco Natl Ins Co,1994,1995,2,32,0,32,1742,1331,411,1,548
26433,Harco Natl Ins Co,1994,1996,3,16,0,16,1742,1331,411,1,548
26433,Harco Natl Ins Co,1994,1997,4,25,3,11,1742,1331,411,1,548
26433,Harco Natl Ins Co,1994,1998,5,15,3,12,1742,1331,411,1,548
26433,Harco Natl Ins Co,1994,1999,6,20,9,11,1742,1331,411,1,548
26433,Harco Natl Ins Co,1994,2000,7,19,9,10,1742,1331,411,1,548
26433,Harco Natl Ins Co,1994,2001,8,9,9,0,1742,1331,411,1,548
26433,Harco Natl Ins Co,1994,2002,9,9,9,0,1742,1331,411,1,548
26433,Harco Natl Ins Co,1994,2003,10,9,9,0,1742,1331,411,1,548
26433,Harco Natl Ins Co,1995,1995,1,142,101,42,1971,1657,314,1,548
26433,Harco Natl Ins Co,1995,1996,2,126,101,25,1971,1657,314,1,548
26433,Harco Natl Ins Co,1995,1997,3,122,101,21,1971,1657,314,1,548
26433,Harco Natl Ins Co,1995,1998,4,127,101,26,1971,1657,314,1,548
26433,Harco Natl Ins Co,1995,1999,5,117,101,16,1971,1657,314,1,548
26433,Harco Natl Ins Co,1995,2000,6,119,101,18,1971,1657,314,1,548
26433,Harco Natl Ins Co,1995,2001,7,101,101,0,1971,1657,314,1,548
26433,Harco Natl Ins Co,1995,2002,8,101,101,0,1971,1657,314,1,548
26433,Harco Natl Ins Co,1995,2003,9,101,101,0,1971,1657,314,1,548
26433,Harco Natl Ins Co,1995,2004,10,101,101,0,1971,1657,314,1,548
26433,Harco Natl Ins Co,1996,1996,1,34,0,34,1907,1318,589,1,548
26433,Harco Natl Ins Co,1996,1997,2,33,0,33,1907,1318,589,1,548
26433,Harco Natl Ins Co,1996,1998,3,49,0,49,1907,1318,589,1,548
26433,Harco Natl Ins Co,1996,1999,4,23,0,23,1907,1318,589,1,548
26433,Harco Natl Ins Co,1996,2000,5,21,1,20,1907,1318,589,1,548
26433,Harco Natl Ins Co,1996,2001,6,17,4,13,1907,1318,589,1,548
26433,Harco Natl Ins Co,1996,2002,7,4,4,0,1907,1318,589,1,548
26433,Harco Natl Ins Co,1996,2003,8,4,4,0,1907,1318,589,1,548
26433,Harco Natl Ins Co,1996,2004,9,4,4,0,1907,1318,589,1,548
