GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_B,CumPaidLoss_B,BulkLoss_B,EarnedPremDIR_B,EarnedPremCeded_B,EarnedPremNet_B,Single,PostedReserve97_B
15997,Maine Mut Fire Ins Co,1993,1993,1,5290,1995,713,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1993,1994,2,4851,3258,366,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1993,1995,3,4779,3875,161,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1993,1996,4,4827,4334,95,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1993,1997,5,4977,4796,27,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1993,1998,6,4989,4902,33,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1993,1999,7,4987,4971,1,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1993,2000,8,4986,4982,1,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1993,2001,9,4986,4982,1,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1993,2002,10,4985,4985,0,8322,2759,5563,1,9131
15997,Maine Mut Fire Ins Co,1994,1994,1,6028,2430,694,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1994,1995,2,6008,3884,479,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1994,1996,3,5995,4872,180,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1994,1997,4,5914,5368,85,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1994,1998,5,6058,5777,89,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1994,1999,6,5982,5905,15,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1994,2000,7,6021,5939,3,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1994,2001,8,6034,6021,0,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1994,2002,9,6033,6033,0,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1994,2003,10,6033,6033,0,9706,2913,6793,1,9131
15997,Maine Mut Fire Ins Co,1995,1995,1,5788,1991,940,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1995,1996,2,5439,3263,615,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1995,1997,3,5471,4118,401,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1995,1998,4,5532,5146,123,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1995,1999,5,5551,5396,8,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1995,2000,6,5628,5530,4,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1995,2001,7,5738,5711,4,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1995,2002,8,5738,5735,1,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1995,2003,9,5747,5746,1,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1995,2004,10,5749,5749,0,11605,3387,8218,1,9131
15997,Maine Mut Fire Ins Co,1996,1996,1,6711,2613,985,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1996,1997,2,6709,4465,489,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1996,1998,3,6754,5441,311,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1996,1999,4,6944,6169,120,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1996,2000,5,7081,6772,35,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1996,2001,6,7182,6986,49,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1996,2002,7,7155,7124,24,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1996,2003,8,7150,7140,3,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1996,2004,9,7148,7148,0,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1996,2005,10,7148,7148,0,12556,3680,8876,1,9131
15997,Maine Mut Fire Ins Co,1997,1997,1,6735,2748,828,12942,3885,9057,1,9131
15997,Maine Mut Fire Ins Co,1997,1998,2,7117,5103,475,12942,3885,9057,1,9131
15997,Maine Mut Fire Ins Co,1997,1999,3,7382,6047,286,12942,3885,9057,1,9131
15997,Maine Mut Fire Ins Co,1997,2000,4,7688,7041,287,12942,3885,9057,1,9131
15997,Maine Mut Fire Ins Co,1997,2001,5,7641,7391,85,12942,3885,9057,1,9131
15997,Maine Mut Fire Ins Co,1997,2002,6,7668,7524,93,12942,3885,9057,1,9131
15997,Maine Mut Fire Ins Co,1997,2003,7,7667,7614,28,12942,3885,9057,1,9131
15997,Maine Mut Fire Ins Co,1997,2004,8,7663,7661,2,12942,3885,9057,1,9131
15997,Maine Mut Fire Ins Co,1997,2005,9,7663,7662,1,12942,3885,9057,1,9131
15997,Maine Mut Fire Ins Co,1997,2006,10,7662,7662,0,12942,3885,9057,1,9131
16373,Battle Creek Mut Ins Co,1988,1988,1,1087,705,84,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1988,1989,2,1103,978,9,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1988,1990,3,1133,1066,5,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1988,1991,4,1136,1098,2,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1988,1992,5,1140,1116,0,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1988,1993,6,1150,1147,3,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1988,1994,7,1142,1142,0,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1988,1995,8,1142,1142,0,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1988,1996,9,1142,1142,0,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1988,1997,10,1142,1142,0,2770,780,1990,1,622
16373,Battle Creek Mut Ins Co,1989,1989,1,1136,695,107,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1989,1990,2,1200,1046,11,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1989,1991,3,1229,1122,5,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1989,1992,4,1214,1179,1,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1989,1993,5,1273,1242,6,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1989,1994,6,1264,1249,0,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1989,1995,7,1270,1270,0,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1989,1996,8,1270,1270,0,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1989,1997,9,1270,1270,0,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1989,1998,10,1270,1270,0,2679,822,1857,1,622
16373,Battle Creek Mut Ins Co,1990,1990,1,1411,849,147,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1990,1991,2,1464,1166,14,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1990,1992,3,1524,1320,4,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1990,1993,4,1532,1385,10,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1990,1994,5,1577,1518,1,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1990,1995,6,1557,1528,0,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1990,1996,7,1558,1547,0,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1990,1997,8,1546,1546,0,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1990,1998,9,1546,1546,0,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1990,1999,10,1546,1546,0,2765,786,1979,1,622
16373,Battle Creek Mut Ins Co,1991,1991,1,1164,679,165,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1991,1992,2,1146,903,17,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1991,1993,3,1175,1044,20,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1991,1994,4,1161,1090,5,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1991,1995,5,1161,1148,0,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1991,1996,6,1162,1150,0,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1991,1997,7,1165,1165,0,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1991,1998,8,1165,1165,0,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1991,1999,9,1165,1165,0,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1991,2000,10,1165,1165,0,2716,760,1956,1,622
16373,Battle Creek Mut Ins Co,1992,1992,1,920,553,160,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1992,1993,2,867,741,31,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1992,1994,3,854,790,10,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1992,1995,4,838,810,0,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1992,1996,5,833,831,0,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1992,1997,6,843,843,0,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1992,1998,7,843,843,0,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1992,1999,8,841,841,0,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1992,2000,9,841,841,0,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1992,2001,10,841,841,0,2061,567,1494,1,622
16373,Battle Creek Mut Ins Co,1993,1993,1,745,443,77,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1993,1994,2,734,597,30,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1993,1995,3,731,645,18,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1993,1996,4,729,696,0,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1993,1997,5,732,722,0,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1993,1998,6,730,720,0,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1993,1999,7,720,720,0,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1993,2000,8,720,720,0,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1993,2001,9,719,719,0,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1993,2002,10,719,719,0,1961,553,1408,1,622
16373,Battle Creek Mut Ins Co,1994,1994,1,666,397,80,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1994,1995,2,718,556,30,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1994,1996,3,739,655,21,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1994,1997,4,747,699,0,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1994,1998,5,763,738,0,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1994,1999,6,762,741,0,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1994,2000,7,762,742,0,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1994,2001,8,763,763,0,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1994,2002,9,763,763,0,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1994,2003,10,763,763,0,1866,534,1332,1,622
16373,Battle Creek Mut Ins Co,1995,1995,1,737,439,81,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1995,1996,2,808,626,93,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1995,1997,3,769,702,21,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1995,1998,4,752,726,0,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1995,1999,5,747,747,0,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1995,2000,6,749,746,3,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1995,2001,7,746,746,0,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1995,2002,8,746,746,0,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1995,2003,9,746,746,0,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1995,2004,10,746,746,0,1956,460,1496,1,622
16373,Battle Creek Mut Ins Co,1996,1996,1,530,388,0,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1996,1997,2,699,504,93,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1996,1998,3,769,559,110,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1996,1999,4,671,618,2,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1996,2000,5,660,632,3,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1996,2001,6,667,653,3,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1996,2002,7,663,653,0,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1996,2003,8,653,653,0,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1996,2004,9,653,653,0,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1996,2005,10,653,653,0,2016,635,1381,1,622
16373,Battle Creek Mut Ins Co,1997,1997,1,766,480,0,2038,683,1355,1,622
16373,Battle Creek Mut Ins Co,1997,1998,2,925,695,0,2038,683,1355,1,622
16373,Battle Creek Mut Ins Co,1997,1999,3,953,789,18,2038,683,1355,1,622
16373,Battle Creek Mut Ins Co,1997,2000,4,949,904,3,2038,683,1355,1,622
16373,Battle Creek Mut Ins Co,1997,2001,5,957,939,3,2038,683,1355,1,622
16373,Battle Creek Mut Ins Co,1997,2002,6,938,935,3,2038,683,1355,1,622
16373,Battle Creek Mut Ins Co,1997,2003,7,935,935,0,2038,683,1355,1,622
16373,Battle Creek Mut Ins Co,1997,2004,8,935,935,0,2038,683,1355,1,622
16373,Battle Creek Mut Ins Co,1997,2005,9,935,935,0,2038,683,1355,1,622
16373,Battle Creek Mut Ins Co,1997,2006,10,935,935,0,2038,683,1355,1,622
16799,Wayne Mut Ins Co,1988,1988,1,2026,1013,277,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1988,1989,2,2112,1608,105,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1988,1990,3,2147,1963,33,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1988,1991,4,2145,2068,20,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1988,1992,5,2247,2136,24,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1988,1993,6,2247,2247,0,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1988,1994,7,2248,2248,0,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1988,1995,8,2250,2249,0,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1988,1996,9,2249,2249,0,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1988,1997,10,2249,2249,0,3479,758,2721,1,4431
16799,Wayne Mut Ins Co,1989,1989,1,2190,1201,206,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1989,1990,2,2472,2045,100,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1989,1991,3,2518,2367,37,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1989,1992,4,2632,2467,36,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1989,1993,5,2660,2594,5,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1989,1994,6,2730,2683,12,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1989,1995,7,2744,2697,11,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1989,1996,8,2731,2731,0,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1989,1997,9,2731,2731,0,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1989,1998,10,2740,2731,3,3912,682,3230,1,4431
16799,Wayne Mut Ins Co,1990,1990,1,2465,1246,419,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1990,1991,2,2462,1958,156,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1990,1992,3,2730,2392,72,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1990,1993,4,2923,2638,50,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1990,1994,5,2932,2860,22,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1990,1995,6,2934,2902,8,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1990,1996,7,2929,2926,1,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1990,1997,8,2926,2926,0,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1990,1998,9,2926,2926,0,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1990,1999,10,2946,2937,3,4114,772,3342,1,4431
16799,Wayne Mut Ins Co,1991,1991,1,2447,1177,577,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1991,1992,2,2790,1858,245,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1991,1993,3,2775,2243,183,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1991,1994,4,2766,2564,54,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1991,1995,5,2859,2763,25,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1991,1996,6,2927,2876,16,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1991,1997,7,2920,2912,3,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1991,1998,8,2920,2911,3,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1991,1999,9,2912,2912,0,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1991,2000,10,2907,2907,0,4548,746,3802,1,4431
16799,Wayne Mut Ins Co,1992,1992,1,3470,1468,936,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1992,1993,2,3482,2534,261,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1992,1994,3,3772,3039,139,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1992,1995,4,3885,3513,94,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1992,1996,5,3858,3698,51,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1992,1997,6,3811,3801,4,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1992,1998,7,3840,3815,8,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1992,1999,8,3826,3826,0,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1992,2000,9,3826,3826,0,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1992,2001,10,3826,3826,0,5440,777,4663,1,4431
16799,Wayne Mut Ins Co,1993,1993,1,4112,1575,1276,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1993,1994,2,4384,2615,790,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1993,1995,3,3995,3481,221,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1993,1996,4,3980,3772,66,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1993,1997,5,4104,3955,14,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1993,1998,6,3985,3965,7,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1993,1999,7,4080,4060,8,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1993,2000,8,4145,4137,3,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1993,2001,9,4144,4137,2,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1993,2002,10,4149,4142,2,6491,1171,5320,1,4431
16799,Wayne Mut Ins Co,1994,1994,1,5084,1996,961,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1994,1995,2,5401,3778,360,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1994,1996,3,5556,5082,65,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1994,1997,4,5476,5395,27,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1994,1998,5,5453,5379,91,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1994,1999,6,5461,5421,15,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1994,2000,7,5474,5459,5,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1994,2001,8,5459,5459,0,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1994,2002,9,5459,5459,0,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1994,2003,10,5467,5467,0,7084,1220,5864,1,4431
16799,Wayne Mut Ins Co,1995,1995,1,4473,1915,1248,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1995,1996,2,4307,2702,808,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1995,1997,3,3712,3231,166,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1995,1998,4,3625,3421,64,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1995,1999,5,3575,3433,55,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1995,2000,6,3550,3550,0,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1995,2001,7,3550,3550,0,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1995,2002,8,3543,3543,0,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1995,2003,9,3543,3543,0,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1995,2004,10,3547,3547,0,6567,980,5587,1,4431
16799,Wayne Mut Ins Co,1996,1996,1,3486,1366,1045,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1996,1997,2,3443,2078,720,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1996,1998,3,2886,2509,137,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1996,1999,4,2742,2590,59,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1996,2000,5,2678,2676,1,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1996,2001,6,2709,2704,2,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1996,2002,7,2709,2704,1,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1996,2003,8,2703,2703,0,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1996,2004,9,2703,2703,0,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1996,2005,10,2704,2704,0,5653,538,5115,1,4431
16799,Wayne Mut Ins Co,1997,1997,1,3345,1170,1060,5299,195,5104,1,4431
16799,Wayne Mut Ins Co,1997,1998,2,3223,1854,818,5299,195,5104,1,4431
16799,Wayne Mut Ins Co,1997,1999,3,2472,2125,211,5299,195,5104,1,4431
16799,Wayne Mut Ins Co,1997,2000,4,2385,2252,43,5299,195,5104,1,4431
16799,Wayne Mut Ins Co,1997,2001,5,2343,2343,0,5299,195,5104,1,4431
16799,Wayne Mut Ins Co,1997,2002,6,2331,2331,0,5299,195,5104,1,4431
16799,Wayne Mut Ins Co,1997,2003,7,2323,2323,0,5299,195,5104,1,4431
16799,Wayne Mut Ins Co,1997,2004,8,2324,2324,0,5299,195,5104,1,4431
16799,Wayne Mut Ins Co,1997,2005,9,2324,2324,0,5299,195,5104,1,4431
16799,Wayne Mut Ins Co,1997,2006,10,2324,2324,0,5299,195,5104,1,4431
17299,Mennonite Mut Ins Co,1988,1988,1,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1988,1989,2,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1988,1990,3,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1988,1991,4,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1988,1992,5,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1988,1993,6,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1988,1994,7,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1988,1995,8,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1988,1996,9,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1988,1997,10,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1989,1,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1990,2,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1991,3,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1992,4,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1993,5,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1994,6,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1995,7,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1996,8,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1997,9,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1989,1998,10,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1990,1,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1991,2,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1992,3,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1993,4,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1994,5,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1995,6,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1996,7,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1997,8,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1998,9,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1990,1999,10,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,1991,1,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,1992,2,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,1993,3,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,1994,4,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,1995,5,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,1996,6,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,1997,7,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,1998,8,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,1999,9,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1991,2000,10,0,0,0,0,0,0,1,804
17299,Mennonite Mut Ins Co,1992,1992,1,40,8,21,52,17,35,1,804
17299,Mennonite Mut Ins Co,1992,1993,2,19,12,3,52,17,35,1,804
17299,Mennonite Mut Ins Co,1992,1994,3,15,13,1,52,17,35,1,804
17299,Mennonite Mut Ins Co,1992,1995,4,14,13,0,52,17,35,1,804
17299,Mennonite Mut Ins Co,1992,1996,5,13,13,0,52,17,35,1,804
17299,Mennonite Mut Ins Co,1992,1997,6,13,13,0,52,17,35,1,804
17299,Mennonite Mut Ins Co,1992,1998,7,13,13,0,52,17,35,1,804
17299,Mennonite Mut Ins Co,1992,1999,8,13,13,0,52,17,35,1,804
17299,Mennonite Mut Ins Co,1992,2000,9,13,13,0,52,17,35,1,804
17299,Mennonite Mut Ins Co,1992,2001,10,13,13,0,52,17,35,1,804
17299,Mennonite Mut Ins Co,1993,1993,1,299,74,94,431,147,284,1,804
17299,Mennonite Mut Ins Co,1993,1994,2,249,138,46,431,147,284,1,804
17299,Mennonite Mut Ins Co,1993,1995,3,238,211,11,431,147,284,1,804
17299,Mennonite Mut Ins Co,1993,1996,4,224,224,0,431,147,284,1,804
17299,Mennonite Mut Ins Co,1993,1997,5,226,226,0,431,147,284,1,804
17299,Mennonite Mut Ins Co,1993,1998,6,227,227,0,431,147,284,1,804
17299,Mennonite Mut Ins Co,1993,1999,7,232,232,0,431,147,284,1,804
17299,Mennonite Mut Ins Co,1993,2000,8,232,232,0,431,147,284,1,804
17299,Mennonite Mut Ins Co,1993,2001,9,232,232,0,431,147,284,1,804
17299,Mennonite Mut Ins Co,1993,2002,10,232,232,0,431,147,284,1,804
