GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_R1,CumPaidLoss_R1,BulkLoss_R1,EarnedPremDIR_R1,EarnedPremCeded_R1,EarnedPremNet_R1,Single,PostedReserve97_R1
9466,Lumber Ins Cos,1997,2002,6,0,0,0,0,0,0,0,0
9466,Lumber Ins Cos,1997,2003,7,0,0,0,0,0,0,0,0
9466,Lumber Ins Cos,1997,2004,8,0,0,0,0,0,0,0,0
9466,Lumber Ins Cos,1997,2005,9,0,0,0,0,0,0,0,0
9466,Lumber Ins Cos,1997,2006,10,0,0,0,0,0,0,0,0
9571,American Re Grp,1988,1988,1,49,37,13,25,7,18,0,0
9571,American Re Grp,1988,1989,2,43,36,7,25,7,18,0,0
9571,American Re Grp,1988,1990,3,43,37,6,25,7,18,0,0
9571,American Re Grp,1988,1991,4,38,37,1,25,7,18,0,0
9571,American Re Grp,1988,1992,5,38,37,1,25,7,18,0,0
9571,American Re Grp,1988,1993,6,38,37,1,25,7,18,0,0
9571,American Re Grp,1988,1994,7,37,37,0,25,7,18,0,0
9571,American Re Grp,1988,1995,8,37,37,0,25,7,18,0,0
9571,American Re Grp,1988,1996,9,37,37,0,25,7,18,0,0
9571,American Re Grp,1988,1997,10,37,37,0,25,7,18,0,0
9571,American Re Grp,1989,1989,1,206,0,206,532,153,379,0,0
9571,American Re Grp,1989,1990,2,171,0,171,532,153,379,0,0
9571,American Re Grp,1989,1991,3,196,0,196,532,153,379,0,0
9571,American Re Grp,1989,1992,4,145,0,145,532,153,379,0,0
9571,American Re Grp,1989,1993,5,97,0,97,532,153,379,0,0
9571,American Re Grp,1989,1994,6,9,-3,12,532,153,379,0,0
9571,American Re Grp,1989,1995,7,170,-3,173,532,153,379,0,0
9571,American Re Grp,1989,1996,8,1,-3,4,532,153,379,0,0
9571,American Re Grp,1989,1997,9,-3,-3,0,532,153,379,0,0
9571,American Re Grp,1989,1998,10,-3,-3,0,532,153,379,0,0
9571,American Re Grp,1990,1990,1,168,0,166,886,368,518,0,0
9571,American Re Grp,1990,1991,2,303,0,303,886,368,518,0,0
9571,American Re Grp,1990,1992,3,321,0,320,886,368,518,0,0
9571,American Re Grp,1990,1993,4,194,0,194,886,368,518,0,0
9571,American Re Grp,1990,1994,5,16,-5,21,886,368,518,0,0
9571,American Re Grp,1990,1995,6,261,-5,266,886,368,518,0,0
9571,American Re Grp,1990,1996,7,43,-5,48,886,368,518,0,0
9571,American Re Grp,1990,1997,8,-5,-5,0,886,368,518,0,0
9571,American Re Grp,1990,1998,9,-5,-5,0,886,368,518,0,0
9571,American Re Grp,1990,1999,10,-5,-5,0,886,368,518,0,0
9571,American Re Grp,1991,1991,1,279,0,279,1239,746,493,0,0
9571,American Re Grp,1991,1992,2,213,0,212,1239,746,493,0,0
9571,American Re Grp,1991,1993,3,277,0,277,1239,746,493,0,0
9571,American Re Grp,1991,1994,4,39,-5,44,1239,746,493,0,0
9571,American Re Grp,1991,1995,5,185,-6,191,1239,746,493,0,0
9571,American Re Grp,1991,1996,6,81,-5,86,1239,746,493,0,0
9571,American Re Grp,1991,1997,7,-5,-5,0,1239,746,493,0,0
9571,American Re Grp,1991,1998,8,-5,-5,0,1239,746,493,0,0
9571,American Re Grp,1991,1999,9,-5,-5,0,1239,746,493,0,0
9571,American Re Grp,1991,2000,10,-5,-5,0,1239,746,493,0,0
9571,American Re Grp,1992,1992,1,795,0,795,5512,4118,1394,0,0
9571,American Re Grp,1992,1993,2,755,0,755,5512,4118,1394,0,0
9571,American Re Grp,1992,1994,3,269,-13,281,5512,4118,1394,0,0
9571,American Re Grp,1992,1995,4,579,-13,592,5512,4118,1394,0,0
9571,American Re Grp,1992,1996,5,207,-9,215,5512,4118,1394,0,0
9571,American Re Grp,1992,1997,6,-9,-9,0,5512,4118,1394,0,0
9571,American Re Grp,1992,1998,7,-9,-9,0,5512,4118,1394,0,0
9571,American Re Grp,1992,1999,8,-9,-9,0,5512,4118,1394,0,0
9571,American Re Grp,1992,2000,9,-9,-9,0,5512,4118,1394,0,0
9571,American Re Grp,1992,2001,10,-9,-9,0,5512,4118,1394,0,0
9571,American Re Grp,1993,1993,1,772,0,772,6962,5369,1593,0,0
9571,American Re Grp,1993,1994,2,331,-8,339,6962,5369,1593,0,0
9571,American Re Grp,1993,1995,3,363,1,357,6962,5369,1593,0,0
9571,American Re Grp,1993,1996,4,109,16,92,6962,5369,1593,0,0
9571,American Re Grp,1993,1997,5,18,18,0,6962,5369,1593,0,0
9571,American Re Grp,1993,1998,6,18,18,0,6962,5369,1593,0,0
9571,American Re Grp,1993,1999,7,18,18,0,6962,5369,1593,0,0
9571,American Re Grp,1993,2000,8,18,18,0,6962,5369,1593,0,0
9571,American Re Grp,1993,2001,9,18,18,0,6962,5369,1593,0,0
9571,American Re Grp,1993,2002,10,18,18,0,6962,5369,1593,0,0
9571,American Re Grp,1994,1994,1,173,0,172,7239,6822,417,0,0
9571,American Re Grp,1994,1995,2,200,0,200,7239,6822,417,0,0
9571,American Re Grp,1994,1996,3,191,0,191,7239,6822,417,0,0
9571,American Re Grp,1994,1997,4,0,0,0,7239,6822,417,0,0
9571,American Re Grp,1994,1998,5,0,0,0,7239,6822,417,0,0
9571,American Re Grp,1994,1999,6,0,0,0,7239,6822,417,0,0
9571,American Re Grp,1994,2000,7,0,0,0,7239,6822,417,0,0
9571,American Re Grp,1994,2001,8,0,0,0,7239,6822,417,0,0
9571,American Re Grp,1994,2002,9,0,0,0,7239,6822,417,0,0
9571,American Re Grp,1994,2003,10,0,0,0,7239,6822,417,0,0
9571,American Re Grp,1995,1995,1,30,0,29,6607,6487,120,0,0
9571,American Re Grp,1995,1996,2,30,0,30,6607,6487,120,0,0
9571,American Re Grp,1995,1997,3,0,0,0,6607,6487,120,0,0
9571,American Re Grp,1995,1998,4,0,0,0,6607,6487,120,0,0
9571,American Re Grp,1995,1999,5,0,0,0,6607,6487,120,0,0
9571,American Re Grp,1995,2000,6,0,0,0,6607,6487,120,0,0
9571,American Re Grp,1995,2001,7,0,0,0,6607,6487,120,0,0
9571,American Re Grp,1995,2002,8,0,0,0,6607,6487,120,0,0
9571,American Re Grp,1995,2003,9,0,0,0,6607,6487,120,0,0
9571,American Re Grp,1995,2004,10,0,0,0,6607,6487,120,0,0
9571,American Re Grp,1996,1996,1,157,0,157,6327,6145,182,0,0
9571,American Re Grp,1996,1997,2,0,0,0,6327,6145,182,0,0
9571,American Re Grp,1996,1998,3,0,0,0,6327,6145,182,0,0
9571,American Re Grp,1996,1999,4,0,0,0,6327,6145,182,0,0
9571,American Re Grp,1996,2000,5,0,0,0,6327,6145,182,0,0
9571,American Re Grp,1996,2001,6,0,0,0,6327,6145,182,0,0
9571,American Re Grp,1996,2002,7,0,0,0,6327,6145,182,0,0
9571,American Re Grp,1996,2003,8,0,0,0,6327,6145,182,0,0
9571,American Re Grp,1996,2004,9,0,0,0,6327,6145,182,0,0
9571,American Re Grp,1996,2005,10,0,0,0,6327,6145,182,0,0
9571,American Re Grp,1997,1997,1,0,0,0,1131,371,760,0,0
9571,American Re Grp,1997,1998,2,0,0,0,1131,371,760,0,0
9571,American Re Grp,1997,1999,3,0,0,0,1131,371,760,0,0
9571,American Re Grp,1997,2000,4,0,0,0,1131,371,760,0,0
9571,American Re Grp,1997,2001,5,0,0,0,1131,371,760,0,0
9571,American Re Grp,1997,2002,6,0,0,0,1131,371,760,0,0
9571,American Re Grp,1997,2003,7,0,0,0,1131,371,760,0,0
9571,American Re Grp,1997,2004,8,0,0,0,1131,371,760,0,0
9571,American Re Grp,1997,2005,9,0,0,0,1131,371,760,0,0
9571,American Re Grp,1997,2006,10,392,392,0,1131,371,760,0,0
10019,Overseas Partners Us Reins Co,1988,1988,1,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1988,1989,2,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1988,1990,3,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1988,1991,4,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1988,1992,5,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1988,1993,6,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1988,1994,7,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1988,1995,8,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1988,1996,9,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1988,1997,10,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1989,1,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1990,2,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1991,3,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1992,4,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1993,5,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1994,6,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1995,7,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1996,8,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1997,9,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1989,1998,10,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1990,1,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1991,2,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1992,3,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1993,4,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1994,5,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1995,6,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1996,7,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1997,8,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1998,9,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1990,1999,10,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,1991,1,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,1992,2,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,1993,3,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,1994,4,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,1995,5,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,1996,6,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,1997,7,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,1998,8,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,1999,9,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1991,2000,10,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,1992,1,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,1993,2,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,1994,3,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,1995,4,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,1996,5,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,1997,6,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,1998,7,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,1999,8,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,2000,9,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1992,2001,10,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,1993,1,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,1994,2,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,1995,3,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,1996,4,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,1997,5,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,1998,6,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,1999,7,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,2000,8,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,2001,9,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1993,2002,10,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,1994,1,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,1995,2,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,1996,3,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,1997,4,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,1998,5,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,1999,6,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,2000,7,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,2001,8,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,2002,9,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1994,2003,10,0,0,0,0,0,0,1,333
10019,Overseas Partners Us Reins Co,1995,1995,1,14,14,0,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1995,1996,2,37,19,3,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1995,1997,3,47,35,4,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1995,1998,4,78,46,14,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1995,1999,5,72,52,13,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1995,2000,6,52,52,0,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1995,2001,7,52,52,0,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1995,2002,8,52,52,0,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1995,2003,9,52,52,0,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1995,2004,10,52,52,0,47,0,47,1,333
10019,Overseas Partners Us Reins Co,1996,1996,1,154,0,153,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1996,1997,2,147,5,134,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1996,1998,3,113,11,97,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1996,1999,4,103,16,66,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1996,2000,5,15,15,0,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1996,2001,6,15,15,0,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1996,2002,7,15,15,0,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1996,2003,8,15,15,0,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1996,2004,9,15,15,0,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1996,2005,10,15,15,0,188,0,188,1,333
10019,Overseas Partners Us Reins Co,1997,1997,1,182,1,179,211,0,211,1,333
10019,Overseas Partners Us Reins Co,1997,1998,2,107,3,98,211,0,211,1,333
10019,Overseas Partners Us Reins Co,1997,1999,3,92,6,59,211,0,211,1,333
10019,Overseas Partners Us Reins Co,1997,2000,4,7,7,0,211,0,211,1,333
10019,Overseas Partners Us Reins Co,1997,2001,5,7,7,0,211,0,211,1,333
10019,Overseas Partners Us Reins Co,1997,2002,6,7,7,0,211,0,211,1,333
10019,Overseas Partners Us Reins Co,1997,2003,7,7,7,0,211,0,211,1,333
10019,Overseas Partners Us Reins Co,1997,2004,8,7,7,0,211,0,211,1,333
10019,Overseas Partners Us Reins Co,1997,2005,9,7,7,0,211,0,211,1,333
10019,Overseas Partners Us Reins Co,1997,2006,10,7,7,0,211,0,211,1,333
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1988,1,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1989,2,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1990,3,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1991,4,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1992,5,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1993,6,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1994,7,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1995,8,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1996,9,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1988,1997,10,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1989,1,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1990,2,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1991,3,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1992,4,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1993,5,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1994,6,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1995,7,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1996,8,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1997,9,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1989,1998,10,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1990,1,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1991,2,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1992,3,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1993,4,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1994,5,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1995,6,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1996,7,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1997,8,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1998,9,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1990,1999,10,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,1991,1,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,1992,2,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,1993,3,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,1994,4,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,1995,5,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,1996,6,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,1997,7,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,1998,8,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,1999,9,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1991,2000,10,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,1992,1,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,1993,2,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,1994,3,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,1995,4,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,1996,5,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,1997,6,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,1998,7,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,1999,8,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,2000,9,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1992,2001,10,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,1993,1,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,1994,2,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,1995,3,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,1996,4,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,1997,5,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,1998,6,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,1999,7,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,2000,8,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,2001,9,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1993,2002,10,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,1994,1,3,0,3,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,1995,2,3,0,3,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,1996,3,2,0,2,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,1997,4,2,0,2,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,1998,5,0,0,0,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,1999,6,0,0,0,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,2000,7,0,0,0,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,2001,8,0,0,0,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,2002,9,0,0,0,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1994,2003,10,0,0,0,15,12,3,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,1995,1,3,0,3,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,1996,2,1,0,1,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,1997,3,1,0,1,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,1998,4,1,0,1,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,1999,5,0,0,0,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,2000,6,0,0,0,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,2001,7,0,0,0,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,2002,8,0,0,0,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,2003,9,0,0,0,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1995,2004,10,0,0,0,9,7,2,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,1996,1,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,1997,2,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,1998,3,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,1999,4,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,2000,5,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,2001,6,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,2002,7,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,2003,8,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,2004,9,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1996,2005,10,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,1997,1,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,1998,2,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,1999,3,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,2000,4,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,2001,5,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,2002,6,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,2003,7,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,2004,8,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,2005,9,0,0,0,0,0,0,1,3
10048,Hyundai Marine & Fire Ins Co Ltd,1997,2006,10,0,0,0,0,0,0,1,3
10308,Antilles Ins Co,1988,1988,1,22,2,0,157,40,117,1,185
10308,Antilles Ins Co,1988,1989,2,41,6,0,157,40,117,1,185
10308,Antilles Ins Co,1988,1990,3,12,12,0,157,40,117,1,185
10308,Antilles Ins Co,1988,1991,4,12,12,0,157,40,117,1,185
10308,Antilles Ins Co,1988,1992,5,12,12,0,157,40,117,1,185
10308,Antilles Ins Co,1988,1993,6,12,12,0,157,40,117,1,185
10308,Antilles Ins Co,1988,1994,7,12,12,0,157,40,117,1,185
10308,Antilles Ins Co,1988,1995,8,12,12,0,157,40,117,1,185
10308,Antilles Ins Co,1988,1996,9,12,12,0,157,40,117,1,185
10308,Antilles Ins Co,1988,1997,10,12,12,0,157,40,117,1,185
10308,Antilles Ins Co,1989,1989,1,7,0,0,171,50,121,1,185
10308,Antilles Ins Co,1989,1990,2,5,0,0,171,50,121,1,185
10308,Antilles Ins Co,1989,1991,3,2,2,0,171,50,121,1,185
10308,Antilles Ins Co,1989,1992,4,7,7,0,171,50,121,1,185
10308,Antilles Ins Co,1989,1993,5,7,7,0,171,50,121,1,185
10308,Antilles Ins Co,1989,1994,6,7,7,0,171,50,121,1,185
10308,Antilles Ins Co,1989,1995,7,7,7,0,171,50,121,1,185
10308,Antilles Ins Co,1989,1996,8,7,7,0,171,50,121,1,185
10308,Antilles Ins Co,1989,1997,9,7,7,0,171,50,121,1,185
10308,Antilles Ins Co,1989,1998,10,7,7,0,171,50,121,1,185
10308,Antilles Ins Co,1990,1990,1,8,0,0,168,50,118,1,185
10308,Antilles Ins Co,1990,1991,2,31,11,0,168,50,118,1,185
10308,Antilles Ins Co,1990,1992,3,44,14,0,168,50,118,1,185
10308,Antilles Ins Co,1990,1993,4,56,16,0,168,50,118,1,185
10308,Antilles Ins Co,1990,1994,5,63,23,0,168,50,118,1,185
10308,Antilles Ins Co,1990,1995,6,80,25,0,168,50,118,1,185
10308,Antilles Ins Co,1990,1996,7,76,71,0,168,50,118,1,185
