GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_D,CumPaidLoss_D,BulkLoss_D,EarnedPremDIR_D,EarnedPremCeded_D,EarnedPremNet_D,Single,PostedReserve97_D
15199,Standard Mut Ins Co,1994,2002,9,74,74,0,414,101,313,1,325
15199,Standard Mut Ins Co,1994,2003,10,74,74,0,414,101,313,1,325
15199,Standard Mut Ins Co,1995,1995,1,136,4,56,490,121,369,1,325
15199,Standard Mut Ins Co,1995,1996,2,116,43,11,490,121,369,1,325
15199,Standard Mut Ins Co,1995,1997,3,134,69,6,490,121,369,1,325
15199,Standard Mut Ins Co,1995,1998,4,156,156,0,490,121,369,1,325
15199,Standard Mut Ins Co,1995,1999,5,156,156,0,490,121,369,1,325
15199,Standard Mut Ins Co,1995,2000,6,156,156,0,490,121,369,1,325
15199,Standard Mut Ins Co,1995,2001,7,156,156,0,490,121,369,1,325
15199,Standard Mut Ins Co,1995,2002,8,156,156,0,490,121,369,1,325
15199,Standard Mut Ins Co,1995,2003,9,156,156,0,490,121,369,1,325
15199,Standard Mut Ins Co,1995,2004,10,131,131,0,490,121,369,1,325
15199,Standard Mut Ins Co,1996,1996,1,378,150,110,582,146,436,1,325
15199,Standard Mut Ins Co,1996,1997,2,361,272,8,582,146,436,1,325
15199,Standard Mut Ins Co,1996,1998,3,310,290,3,582,146,436,1,325
15199,Standard Mut Ins Co,1996,1999,4,332,299,4,582,146,436,1,325
15199,Standard Mut Ins Co,1996,2000,5,332,332,0,582,146,436,1,325
15199,Standard Mut Ins Co,1996,2001,6,333,333,0,582,146,436,1,325
15199,Standard Mut Ins Co,1996,2002,7,333,333,0,582,146,436,1,325
15199,Standard Mut Ins Co,1996,2003,8,333,333,0,582,146,436,1,325
15199,Standard Mut Ins Co,1996,2004,9,333,333,0,582,146,436,1,325
15199,Standard Mut Ins Co,1996,2005,10,333,333,0,582,146,436,1,325
15199,Standard Mut Ins Co,1997,1997,1,173,39,98,603,152,451,1,325
15199,Standard Mut Ins Co,1997,1998,2,87,86,0,603,152,451,1,325
15199,Standard Mut Ins Co,1997,1999,3,70,70,0,603,152,451,1,325
15199,Standard Mut Ins Co,1997,2000,4,70,70,0,603,152,451,1,325
15199,Standard Mut Ins Co,1997,2001,5,70,70,0,603,152,451,1,325
15199,Standard Mut Ins Co,1997,2002,6,70,70,0,603,152,451,1,325
15199,Standard Mut Ins Co,1997,2003,7,70,70,0,603,152,451,1,325
15199,Standard Mut Ins Co,1997,2004,8,70,70,0,603,152,451,1,325
15199,Standard Mut Ins Co,1997,2005,9,70,70,0,603,152,451,1,325
15199,Standard Mut Ins Co,1997,2006,10,70,70,0,603,152,451,1,325
15334,Utilities Mut Ins Co,1988,1988,1,12112,2856,1401,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1988,1989,2,15175,5631,1564,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1988,1990,3,16827,7218,1651,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1988,1991,4,16723,6657,2378,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1988,1992,5,15679,9428,1587,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1988,1993,6,15372,10041,1201,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1988,1994,7,15796,10575,1073,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1988,1995,8,15441,10961,561,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1988,1996,9,15866,11291,347,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1988,1997,10,15770,11604,147,15394,2066,13328,1,69031
15334,Utilities Mut Ins Co,1989,1989,1,13278,2906,2045,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1989,1990,2,16694,6437,2276,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1989,1991,3,17735,7907,3402,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1989,1992,4,16161,8956,2425,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1989,1993,5,17028,10137,1842,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1989,1994,6,15876,10558,1466,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1989,1995,7,15272,10716,779,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1989,1996,8,14872,11120,508,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1989,1997,9,14172,11395,276,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1989,1998,10,13884,11764,309,16261,1878,14383,1,69031
15334,Utilities Mut Ins Co,1990,1990,1,16434,2836,2997,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1990,1991,2,21772,6903,4694,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1990,1992,3,22150,9252,3449,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1990,1993,4,22276,10386,2659,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1990,1994,5,20996,11307,1938,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1990,1995,6,19474,12191,992,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1990,1996,7,19307,12814,676,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1990,1997,8,18981,13486,420,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1990,1998,9,20230,13965,436,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1990,1999,10,20118,14167,370,23735,1785,21950,1,69031
15334,Utilities Mut Ins Co,1991,1991,1,20455,3219,6143,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1991,1992,2,20760,6786,4559,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1991,1993,3,19111,8967,3668,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1991,1994,4,17629,10256,2510,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1991,1995,5,17038,10996,1250,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1991,1996,6,16772,11940,922,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1991,1997,7,15691,12484,560,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1991,1998,8,15307,13152,477,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1991,1999,9,15923,13580,321,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1991,2000,10,16363,13941,290,24796,1642,23154,1,69031
15334,Utilities Mut Ins Co,1992,1992,1,21619,3290,8861,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1992,1993,2,22387,7094,5006,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1992,1994,3,22132,9898,3250,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1992,1995,4,19887,11621,1557,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1992,1996,5,19824,12761,1173,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1992,1997,6,19841,13931,762,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1992,1998,7,19414,14801,639,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1992,1999,8,19733,15316,272,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1992,2000,9,21420,15981,258,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1992,2001,10,23029,16964,688,30345,1697,28648,1,69031
15334,Utilities Mut Ins Co,1993,1993,1,13617,1154,6284,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1993,1994,2,13197,2751,4296,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1993,1995,3,11103,3564,2007,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1993,1996,4,9627,4114,1710,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1993,1997,5,9463,4584,1037,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1993,1998,6,9289,4886,897,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1993,1999,7,10533,4524,590,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1993,2000,8,10589,4985,320,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1993,2001,9,10276,5273,301,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1993,2002,10,9846,5400,399,16334,1687,14647,1,69031
15334,Utilities Mut Ins Co,1994,1994,1,9196,495,5293,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1994,1995,2,8964,1526,3292,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1994,1996,3,8684,2195,3397,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1994,1997,4,6444,2322,1598,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1994,1998,5,7813,2562,1264,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1994,1999,6,8884,3769,718,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1994,2000,7,10241,4330,388,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1994,2001,8,10359,4564,539,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1994,2002,9,11463,4814,818,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1994,2003,10,11410,5040,889,13244,-73,13317,1,69031
15334,Utilities Mut Ins Co,1995,1995,1,8559,620,5292,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1995,1996,2,9709,1738,3965,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1995,1997,3,9215,2255,2811,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1995,1998,4,7149,2588,1477,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1995,1999,5,7413,2898,1534,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1995,2000,6,6818,3562,1317,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1995,2001,7,6993,3881,1207,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1995,2002,8,7064,4063,1078,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1995,2003,9,6863,4195,1043,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1995,2004,10,6651,4391,892,12725,-327,13052,1,69031
15334,Utilities Mut Ins Co,1996,1996,1,8389,575,4487,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1996,1997,2,9689,1320,3184,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1996,1998,3,9145,1703,3034,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1996,1999,4,6333,2041,2406,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1996,2000,5,6613,2345,2275,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1996,2001,6,7589,2414,1283,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1996,2002,7,7190,2523,1008,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1996,2003,8,7289,2776,859,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1996,2004,9,7273,3121,773,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1996,2005,10,6826,3400,685,10820,-3027,13847,1,69031
15334,Utilities Mut Ins Co,1997,1997,1,8411,440,3493,10350,-2410,12760,1,69031
15334,Utilities Mut Ins Co,1997,1998,2,9450,863,3271,10350,-2410,12760,1,69031
15334,Utilities Mut Ins Co,1997,1999,3,8716,1721,2819,10350,-2410,12760,1,69031
15334,Utilities Mut Ins Co,1997,2000,4,7173,1875,2628,10350,-2410,12760,1,69031
15334,Utilities Mut Ins Co,1997,2001,5,6002,2169,1870,10350,-2410,12760,1,69031
15334,Utilities Mut Ins Co,1997,2002,6,5337,2591,1232,10350,-2410,12760,1,69031
15334,Utilities Mut Ins Co,1997,2003,7,4928,2764,932,10350,-2410,12760,1,69031
15334,Utilities Mut Ins Co,1997,2004,8,5363,2773,783,10350,-2410,12760,1,69031
15334,Utilities Mut Ins Co,1997,2005,9,4956,2886,607,10350,-2410,12760,1,69031
15334,Utilities Mut Ins Co,1997,2006,10,4683,3035,758,10350,-2410,12760,1,69031
15393,Wisconsin American Mut Ins Co,1988,1988,1,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1988,1989,2,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1988,1990,3,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1988,1991,4,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1988,1992,5,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1988,1993,6,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1988,1994,7,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1988,1995,8,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1988,1996,9,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1988,1997,10,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1989,1,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1990,2,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1991,3,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1992,4,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1993,5,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1994,6,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1995,7,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1996,8,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1997,9,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1989,1998,10,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1990,1,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1991,2,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1992,3,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1993,4,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1994,5,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1995,6,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1996,7,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1997,8,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1998,9,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1990,1999,10,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,1991,1,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,1992,2,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,1993,3,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,1994,4,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,1995,5,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,1996,6,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,1997,7,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,1998,8,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,1999,9,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1991,2000,10,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,1992,1,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,1993,2,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,1994,3,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,1995,4,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,1996,5,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,1997,6,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,1998,7,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,1999,8,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,2000,9,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1992,2001,10,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,1993,1,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,1994,2,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,1995,3,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,1996,4,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,1997,5,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,1998,6,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,1999,7,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,2000,8,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,2001,9,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1993,2002,10,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,1994,1,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,1995,2,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,1996,3,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,1997,4,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,1998,5,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,1999,6,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,2000,7,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,2001,8,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,2002,9,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1994,2003,10,0,0,0,0,0,0,1,108
15393,Wisconsin American Mut Ins Co,1995,1995,1,30,0,30,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1995,1996,2,0,0,0,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1995,1997,3,0,0,0,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1995,1998,4,0,0,0,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1995,1999,5,0,0,0,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1995,2000,6,0,0,0,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1995,2001,7,0,0,0,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1995,2002,8,0,0,0,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1995,2003,9,0,0,0,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1995,2004,10,0,0,0,7,6,1,1,108
15393,Wisconsin American Mut Ins Co,1996,1996,1,69,18,44,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1996,1997,2,80,76,1,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1996,1998,3,78,78,0,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1996,1999,4,83,83,0,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1996,2000,5,92,92,0,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1996,2001,6,92,92,0,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1996,2002,7,92,92,0,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1996,2003,8,92,92,0,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1996,2004,9,92,92,0,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1996,2005,10,92,92,0,153,55,98,1,108
15393,Wisconsin American Mut Ins Co,1997,1997,1,147,44,99,321,94,227,1,108
15393,Wisconsin American Mut Ins Co,1997,1998,2,140,76,62,321,94,227,1,108
15393,Wisconsin American Mut Ins Co,1997,1999,3,137,86,51,321,94,227,1,108
15393,Wisconsin American Mut Ins Co,1997,2000,4,86,86,0,321,94,227,1,108
15393,Wisconsin American Mut Ins Co,1997,2001,5,86,86,0,321,94,227,1,108
15393,Wisconsin American Mut Ins Co,1997,2002,6,86,86,0,321,94,227,1,108
15393,Wisconsin American Mut Ins Co,1997,2003,7,86,86,0,321,94,227,1,108
15393,Wisconsin American Mut Ins Co,1997,2004,8,86,86,0,321,94,227,1,108
15393,Wisconsin American Mut Ins Co,1997,2005,9,86,86,0,321,94,227,1,108
15393,Wisconsin American Mut Ins Co,1997,2006,10,93,93,0,321,94,227,1,108
15792,Underwriters At Lloyds London,1988,1988,1,95,0,95,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1988,1989,2,163,0,163,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1988,1990,3,193,0,192,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1988,1991,4,51,0,51,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1988,1992,5,41,6,22,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1988,1993,6,18,9,0,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1988,1994,7,20,11,1,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1988,1995,8,45,19,26,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1988,1996,9,19,19,0,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1988,1997,10,19,19,0,4093,3869,224,1,158
15792,Underwriters At Lloyds London,1989,1989,1,131,0,131,622,415,207,1,158
15792,Underwriters At Lloyds London,1989,1990,2,157,0,158,622,415,207,1,158
15792,Underwriters At Lloyds London,1989,1991,3,160,11,135,622,415,207,1,158
15792,Underwriters At Lloyds London,1989,1992,4,54,11,29,622,415,207,1,158
15792,Underwriters At Lloyds London,1989,1993,5,31,11,7,622,415,207,1,158
15792,Underwriters At Lloyds London,1989,1994,6,145,130,14,622,415,207,1,158
15792,Underwriters At Lloyds London,1989,1995,7,132,130,2,622,415,207,1,158
15792,Underwriters At Lloyds London,1989,1996,8,130,130,0,622,415,207,1,158
15792,Underwriters At Lloyds London,1989,1997,9,130,130,0,622,415,207,1,158
15792,Underwriters At Lloyds London,1989,1998,10,130,130,0,622,415,207,1,158
15792,Underwriters At Lloyds London,1990,1990,1,153,0,153,66,20,46,1,158
15792,Underwriters At Lloyds London,1990,1991,2,143,0,139,66,20,46,1,158
15792,Underwriters At Lloyds London,1990,1992,3,146,0,142,66,20,46,1,158
15792,Underwriters At Lloyds London,1990,1993,4,15,0,15,66,20,46,1,158
15792,Underwriters At Lloyds London,1990,1994,5,10,0,10,66,20,46,1,158
15792,Underwriters At Lloyds London,1990,1995,6,1,0,1,66,20,46,1,158
15792,Underwriters At Lloyds London,1990,1996,7,0,0,0,66,20,46,1,158
15792,Underwriters At Lloyds London,1990,1997,8,0,0,0,66,20,46,1,158
15792,Underwriters At Lloyds London,1990,1998,9,0,0,0,66,20,46,1,158
15792,Underwriters At Lloyds London,1990,1999,10,0,0,0,66,20,46,1,158
15792,Underwriters At Lloyds London,1991,1991,1,188,0,188,236,180,56,1,158
15792,Underwriters At Lloyds London,1991,1992,2,142,0,142,236,180,56,1,158
15792,Underwriters At Lloyds London,1991,1993,3,102,0,95,236,180,56,1,158
15792,Underwriters At Lloyds London,1991,1994,4,19,0,13,236,180,56,1,158
15792,Underwriters At Lloyds London,1991,1995,5,9,0,2,236,180,56,1,158
15792,Underwriters At Lloyds London,1991,1996,6,0,0,0,236,180,56,1,158
15792,Underwriters At Lloyds London,1991,1997,7,0,0,0,236,180,56,1,158
15792,Underwriters At Lloyds London,1991,1998,8,0,0,0,236,180,56,1,158
15792,Underwriters At Lloyds London,1991,1999,9,0,0,0,236,180,56,1,158
15792,Underwriters At Lloyds London,1991,2000,10,0,0,0,236,180,56,1,158
15792,Underwriters At Lloyds London,1992,1992,1,333,0,333,244,185,59,1,158
15792,Underwriters At Lloyds London,1992,1993,2,164,0,164,244,185,59,1,158
15792,Underwriters At Lloyds London,1992,1994,3,186,0,186,244,185,59,1,158
15792,Underwriters At Lloyds London,1992,1995,4,12,0,4,244,185,59,1,158
15792,Underwriters At Lloyds London,1992,1996,5,0,0,0,244,185,59,1,158
15792,Underwriters At Lloyds London,1992,1997,6,0,0,0,244,185,59,1,158
15792,Underwriters At Lloyds London,1992,1998,7,0,0,0,244,185,59,1,158
15792,Underwriters At Lloyds London,1992,1999,8,0,0,0,244,185,59,1,158
15792,Underwriters At Lloyds London,1992,2000,9,0,0,0,244,185,59,1,158
15792,Underwriters At Lloyds London,1992,2001,10,0,0,0,244,185,59,1,158
15792,Underwriters At Lloyds London,1993,1993,1,102,0,102,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1993,1994,2,61,0,61,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1993,1995,3,96,0,96,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1993,1996,4,2,0,2,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1993,1997,5,1,0,1,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1993,1998,6,0,0,0,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1993,1999,7,0,0,0,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1993,2000,8,0,0,0,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1993,2001,9,0,0,0,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1993,2002,10,0,0,0,1228,1081,147,1,158
15792,Underwriters At Lloyds London,1994,1994,1,93,0,72,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1994,1995,2,74,0,70,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1994,1996,3,52,0,49,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1994,1997,4,10,0,1,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1994,1998,5,1,1,0,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1994,1999,6,1,1,0,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1994,2000,7,1,1,0,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1994,2001,8,1,1,0,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1994,2002,9,1,1,0,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1994,2003,10,1,1,0,1136,1024,112,1,158
15792,Underwriters At Lloyds London,1995,1995,1,56,0,56,754,669,85,1,158
15792,Underwriters At Lloyds London,1995,1996,2,14,0,14,754,669,85,1,158
15792,Underwriters At Lloyds London,1995,1997,3,94,0,94,754,669,85,1,158
15792,Underwriters At Lloyds London,1995,1998,4,0,0,0,754,669,85,1,158
15792,Underwriters At Lloyds London,1995,1999,5,0,0,0,754,669,85,1,158
15792,Underwriters At Lloyds London,1995,2000,6,0,0,0,754,669,85,1,158
15792,Underwriters At Lloyds London,1995,2001,7,0,0,0,754,669,85,1,158
15792,Underwriters At Lloyds London,1995,2002,8,0,0,0,754,669,85,1,158
15792,Underwriters At Lloyds London,1995,2003,9,0,0,0,754,669,85,1,158
15792,Underwriters At Lloyds London,1995,2004,10,0,0,0,754,669,85,1,158
15792,Underwriters At Lloyds London,1996,1996,1,33,0,33,488,450,38,1,158
15792,Underwriters At Lloyds London,1996,1997,2,32,0,32,488,450,38,1,158
15792,Underwriters At Lloyds London,1996,1998,3,25,0,25,488,450,38,1,158
15792,Underwriters At Lloyds London,1996,1999,4,0,0,0,488,450,38,1,158
15792,Underwriters At Lloyds London,1996,2000,5,0,0,0,488,450,38,1,158
15792,Underwriters At Lloyds London,1996,2001,6,0,0,0,488,450,38,1,158
15792,Underwriters At Lloyds London,1996,2002,7,0,0,0,488,450,38,1,158
15792,Underwriters At Lloyds London,1996,2003,8,0,0,0,488,450,38,1,158
15792,Underwriters At Lloyds London,1996,2004,9,0,0,0,488,450,38,1,158
15792,Underwriters At Lloyds London,1996,2005,10,0,0,0,488,450,38,1,158
