GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_F2,CumPaidLoss_F2,BulkLoss_F2,EarnedPremDIR_F2,EarnedPremCeded_F2,EarnedPremNet_F2,Single,PostedReserve97_F2
32301,Nichido Fire & Marine Ins Co Ltd,1988,1988,1,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1988,1989,2,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1988,1990,3,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1988,1991,4,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1988,1992,5,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1988,1993,6,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1988,1994,7,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1988,1995,8,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1988,1996,9,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1988,1997,10,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1989,1,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1990,2,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1991,3,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1992,4,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1993,5,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1994,6,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1995,7,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1996,8,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1997,9,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1989,1998,10,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1990,1,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1991,2,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1992,3,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1993,4,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1994,5,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1995,6,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1996,7,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1997,8,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1998,9,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1990,1999,10,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,1991,1,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,1992,2,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,1993,3,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,1994,4,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,1995,5,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,1996,6,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,1997,7,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,1998,8,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,1999,9,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1991,2000,10,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,1992,1,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,1993,2,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,1994,3,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,1995,4,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,1996,5,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,1997,6,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,1998,7,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,1999,8,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,2000,9,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1992,2001,10,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,1993,1,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,1994,2,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,1995,3,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,1996,4,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,1997,5,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,1998,6,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,1999,7,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,2000,8,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,2001,9,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1993,2002,10,0,0,0,0,0,0,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,1994,1,72,5,35,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,1995,2,71,9,41,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,1996,3,71,13,35,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,1997,4,56,23,22,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,1998,5,69,64,3,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,1999,6,71,64,1,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,2000,7,0,0,0,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,2001,8,74,64,0,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,2002,9,164,162,0,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1994,2003,10,0,0,0,100,0,100,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,1995,1,174,14,118,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,1996,2,174,10,105,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,1997,3,203,111,37,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,1998,4,212,170,7,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,1999,5,232,203,9,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,2000,6,312,310,2,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,2001,7,350,325,0,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,2002,8,479,485,-34,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,2003,9,488,467,-29,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1995,2004,10,485,476,2,216,0,216,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,1996,1,178,0,162,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,1997,2,247,59,90,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,1998,3,183,115,20,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,1999,4,241,181,22,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,2000,5,284,241,5,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,2001,6,443,405,0,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,2002,7,450,402,-9,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,2003,8,516,467,22,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,2004,9,507,487,9,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1996,2005,10,477,504,-41,254,0,254,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,1997,1,290,35,162,286,0,286,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,1998,2,237,102,79,286,0,286,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,1999,3,299,204,36,286,0,286,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,2000,4,375,287,34,286,0,286,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,2001,5,435,396,0,286,0,286,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,2002,6,560,537,-31,286,0,286,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,2003,7,604,617,-70,286,0,286,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,2004,8,617,652,-38,286,0,286,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,2005,9,730,741,-23,286,0,286,1,629
32301,Nichido Fire & Marine Ins Co Ltd,1997,2006,10,705,734,-15,286,0,286,1,629
32514,Texas Hospital Ins Exch,1988,1988,1,5251,223,3464,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1988,1989,2,4601,1013,2182,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1988,1990,3,3042,1880,253,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1988,1991,4,3247,2404,191,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1988,1992,5,3552,2771,437,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1988,1993,6,3170,3120,47,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1988,1994,7,3284,3126,56,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1988,1995,8,3278,3226,50,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1988,1996,9,3253,3226,27,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1988,1997,10,3243,3216,27,4031,0,4031,1,14260
32514,Texas Hospital Ins Exch,1989,1989,1,5209,177,3366,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1989,1990,2,5788,989,2832,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1989,1991,3,3525,1659,644,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1989,1992,4,3329,2034,754,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1989,1993,5,3147,2310,340,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1989,1994,6,3065,2669,29,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1989,1995,7,3126,2704,206,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1989,1996,8,3025,2727,80,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1989,1997,9,3025,2741,80,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1989,1998,10,2822,2807,0,4558,4,4554,1,14260
32514,Texas Hospital Ins Exch,1990,1990,1,6246,128,4030,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1990,1991,2,4282,630,2087,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1990,1992,3,3576,1605,1217,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1990,1993,4,3183,2011,529,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1990,1994,5,3077,2251,354,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1990,1995,6,3069,2447,175,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1990,1996,7,3394,3220,160,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1990,1997,8,3481,3228,253,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1990,1998,9,3228,3228,0,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1990,1999,10,3228,3228,0,5268,495,4773,1,14260
32514,Texas Hospital Ins Exch,1991,1991,1,5423,78,3864,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1991,1992,2,3481,483,1321,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1991,1993,3,3397,1745,950,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1991,1994,4,3963,2234,710,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1991,1995,5,3596,2534,769,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1991,1996,6,3152,2727,240,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1991,1997,7,3196,2784,240,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1991,1998,8,2950,2918,0,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1991,1999,9,3011,2999,0,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1991,2000,10,3004,3004,0,5930,892,5038,1,14260
32514,Texas Hospital Ins Exch,1992,1992,1,4809,88,2561,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1992,1993,2,3506,664,1359,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1992,1994,3,3045,1319,933,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1992,1995,4,2642,1767,376,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1992,1996,5,3031,2145,400,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1992,1997,6,3105,2607,300,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1992,1998,7,2802,2760,13,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1992,1999,8,2765,2765,0,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1992,2000,9,2765,2765,0,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1992,2001,10,2765,2765,0,5053,702,4351,1,14260
32514,Texas Hospital Ins Exch,1993,1993,1,5646,92,2637,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1993,1994,2,3712,817,1271,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1993,1995,3,2909,1375,654,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1993,1996,4,2635,1959,400,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1993,1997,5,3034,2521,300,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1993,1998,6,2530,2380,80,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1993,1999,7,2401,2401,0,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1993,2000,8,2401,2401,0,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1993,2001,9,2401,2401,0,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1993,2002,10,2401,2401,0,4505,666,3839,1,14260
32514,Texas Hospital Ins Exch,1994,1994,1,4795,126,2025,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1994,1995,2,3779,719,1291,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1994,1996,3,3276,1717,640,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1994,1997,4,3190,2324,440,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1994,1998,5,2947,2512,193,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1994,1999,6,2674,2618,17,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1994,2000,7,2716,2622,56,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1994,2001,8,2660,2624,0,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1994,2002,9,2632,2627,0,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1994,2003,10,2627,2627,0,5162,811,4351,1,14260
32514,Texas Hospital Ins Exch,1995,1995,1,5632,146,2404,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1995,1996,2,4795,1322,1280,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1995,1997,3,5154,3079,180,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1995,1998,4,5943,4201,880,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1995,1999,5,5053,4394,158,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1995,2000,6,5161,4739,191,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1995,2001,7,5011,4816,50,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1995,2002,8,5034,4816,63,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1995,2003,9,5076,4981,25,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1995,2004,10,5049,4981,0,5394,916,4478,1,14260
32514,Texas Hospital Ins Exch,1996,1996,1,4704,99,2300,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1996,1997,2,5438,1929,1550,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1996,1998,3,5738,3759,970,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1996,1999,4,4885,4092,347,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1996,2000,5,4542,4382,97,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1996,2001,6,4425,4425,0,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1996,2002,7,4542,4425,69,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1996,2003,8,4498,4425,25,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1996,2004,9,4473,4425,0,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1996,2005,10,4443,4356,0,6675,1091,5584,1,14260
32514,Texas Hospital Ins Exch,1997,1997,1,5549,419,1850,6497,954,5543,1,14260
32514,Texas Hospital Ins Exch,1997,1998,2,5911,2262,1365,6497,954,5543,1,14260
32514,Texas Hospital Ins Exch,1997,1999,3,5181,3903,612,6497,954,5543,1,14260
32514,Texas Hospital Ins Exch,1997,2000,4,4942,4518,274,6497,954,5543,1,14260
32514,Texas Hospital Ins Exch,1997,2001,5,4658,4592,50,6497,954,5543,1,14260
32514,Texas Hospital Ins Exch,1997,2002,6,4670,4598,69,6497,954,5543,1,14260
32514,Texas Hospital Ins Exch,1997,2003,7,4631,4600,25,6497,954,5543,1,14260
32514,Texas Hospital Ins Exch,1997,2004,8,4608,4603,0,6497,954,5543,1,14260
32514,Texas Hospital Ins Exch,1997,2005,9,4645,4646,0,6497,954,5543,1,14260
32514,Texas Hospital Ins Exch,1997,2006,10,4646,4646,0,6497,954,5543,1,14260
33049,State Volunteer Mut Ins Co,1988,1988,1,35603,242,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1988,1989,2,34914,4638,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1988,1990,3,36042,8895,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1988,1991,4,32840,11351,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1988,1992,5,30437,13246,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1988,1993,6,28357,12338,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1988,1994,7,25166,13694,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1988,1995,8,21319,13897,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1988,1996,9,21541,16585,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1988,1997,10,22054,17635,0,50970,13018,37952,1,261124
33049,State Volunteer Mut Ins Co,1989,1989,1,40544,774,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1989,1990,2,41783,3905,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1989,1991,3,38297,9080,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1989,1992,4,36610,13979,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1989,1993,5,34451,17846,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1989,1994,6,32887,20502,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1989,1995,7,32285,22171,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1989,1996,8,31061,22636,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1989,1997,9,30562,23064,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1989,1998,10,23930,23147,0,55042,13970,41072,1,261124
33049,State Volunteer Mut Ins Co,1990,1990,1,47606,1120,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1990,1991,2,45624,5617,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1990,1992,3,40653,10657,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1990,1993,4,38200,12288,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1990,1994,5,34890,15164,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1990,1995,6,33160,18892,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1990,1996,7,31439,19277,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1990,1997,8,31114,19563,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1990,1998,9,32465,21961,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1990,1999,10,23019,21898,0,57685,13480,44205,1,261124
33049,State Volunteer Mut Ins Co,1991,1991,1,48218,307,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1991,1992,2,46885,9814,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1991,1993,3,42076,19256,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1991,1994,4,39089,25504,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1991,1995,5,39191,28789,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1991,1996,6,35291,28566,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1991,1997,7,34436,29303,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1991,1998,8,32993,29845,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1991,1999,9,30014,29990,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1991,2000,10,31945,30108,0,56473,11727,44746,1,261124
33049,State Volunteer Mut Ins Co,1992,1992,1,49531,741,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1992,1993,2,49106,6342,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1992,1994,3,44753,13573,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1992,1995,4,42074,20921,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1992,1996,5,40891,26819,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1992,1997,6,38488,27719,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1992,1998,7,37337,29032,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1992,1999,8,32330,26475,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1992,2000,9,32408,29793,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1992,2001,10,31106,28667,0,56165,10707,45458,1,261124
33049,State Volunteer Mut Ins Co,1993,1993,1,51381,1303,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1993,1994,2,53018,7424,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1993,1995,3,50759,17429,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1993,1996,4,48593,27754,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1993,1997,5,48893,32500,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1993,1998,6,46686,33801,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1993,1999,7,45327,35609,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1993,2000,8,42960,36859,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1993,2001,9,41864,37124,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1993,2002,10,41193,37306,0,60250,15887,44363,1,261124
33049,State Volunteer Mut Ins Co,1994,1994,1,55416,944,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1994,1995,2,54542,8189,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1994,1996,3,56189,18680,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1994,1997,4,54875,27310,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1994,1998,5,52824,31904,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1994,1999,6,50691,34475,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1994,2000,7,46442,36028,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1994,2001,8,43945,36835,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1994,2002,9,42648,38188,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1994,2003,10,41269,38792,0,64822,15117,49705,1,261124
33049,State Volunteer Mut Ins Co,1995,1995,1,55670,1086,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1995,1996,2,58324,8889,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1995,1997,3,59433,21658,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1995,1998,4,57472,30915,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1995,1999,5,57666,38616,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1995,2000,6,54514,43674,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1995,2001,7,48097,45163,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1995,2002,8,49516,47796,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1995,2003,9,54476,49158,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1995,2004,10,53944,49973,0,69594,11841,57753,1,261124
33049,State Volunteer Mut Ins Co,1996,1996,1,60149,1549,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1996,1997,2,64947,8542,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1996,1998,3,65081,22009,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1996,1999,4,64719,28333,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1996,2000,5,60533,40368,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1996,2001,6,64307,47672,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1996,2002,7,61153,51572,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1996,2003,8,59990,52388,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1996,2004,9,58285,54244,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1996,2005,10,56071,55813,0,75021,12584,62437,1,261124
33049,State Volunteer Mut Ins Co,1997,1997,1,64691,1201,0,81569,18186,63383,1,261124
33049,State Volunteer Mut Ins Co,1997,1998,2,65783,8444,0,81569,18186,63383,1,261124
