GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_C,CumPaidLoss_C,BulkLoss_C,EarnedPremDIR_C,EarnedPremCeded_C,EarnedPremNet_C,Single,PostedReserve97_C
13889,Farmers Mut Ins Co Of NE,1995,1999,5,418,363,0,800,43,757,1,703
13889,Farmers Mut Ins Co Of NE,1995,2000,6,410,353,0,800,43,757,1,703
13889,Farmers Mut Ins Co Of NE,1995,2001,7,360,360,0,800,43,757,1,703
13889,Farmers Mut Ins Co Of NE,1995,2002,8,360,360,0,800,43,757,1,703
13889,Farmers Mut Ins Co Of NE,1995,2003,9,360,360,0,800,43,757,1,703
13889,Farmers Mut Ins Co Of NE,1995,2004,10,360,360,0,800,43,757,1,703
13889,Farmers Mut Ins Co Of NE,1996,1996,1,452,77,119,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1996,1997,2,472,245,66,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1996,1998,3,502,245,43,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1996,1999,4,511,246,68,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1996,2000,5,475,316,29,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1996,2001,6,527,527,0,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1996,2002,7,527,527,0,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1996,2003,8,527,527,0,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1996,2004,9,481,481,0,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1996,2005,10,481,481,0,850,45,805,1,703
13889,Farmers Mut Ins Co Of NE,1997,1997,1,292,68,115,852,16,836,1,703
13889,Farmers Mut Ins Co Of NE,1997,1998,2,218,98,29,852,16,836,1,703
13889,Farmers Mut Ins Co Of NE,1997,1999,3,297,128,41,852,16,836,1,703
13889,Farmers Mut Ins Co Of NE,1997,2000,4,269,129,24,852,16,836,1,703
13889,Farmers Mut Ins Co Of NE,1997,2001,5,219,184,0,852,16,836,1,703
13889,Farmers Mut Ins Co Of NE,1997,2002,6,227,187,4,852,16,836,1,703
13889,Farmers Mut Ins Co Of NE,1997,2003,7,252,191,25,852,16,836,1,703
13889,Farmers Mut Ins Co Of NE,1997,2004,8,230,194,0,852,16,836,1,703
13889,Farmers Mut Ins Co Of NE,1997,2005,9,215,211,0,852,16,836,1,703
13889,Farmers Mut Ins Co Of NE,1997,2006,10,211,211,0,852,16,836,1,703
13943,Fitchburg Mut Ins Co,1988,1988,1,19,5,0,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1988,1989,2,5,5,0,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1988,1990,3,5,5,0,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1988,1991,4,5,5,0,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1988,1992,5,5,5,16,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1988,1993,6,5,5,0,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1988,1994,7,5,5,0,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1988,1995,8,5,5,0,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1988,1996,9,5,5,0,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1988,1997,10,5,5,0,27,0,27,1,168
13943,Fitchburg Mut Ins Co,1989,1989,1,1,1,0,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1989,1990,2,3,3,0,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1989,1991,3,3,3,0,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1989,1992,4,3,3,53,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1989,1993,5,3,3,0,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1989,1994,6,3,3,0,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1989,1995,7,3,3,0,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1989,1996,8,3,3,0,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1989,1997,9,3,3,0,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1989,1998,10,3,3,0,19,0,19,1,168
13943,Fitchburg Mut Ins Co,1990,1990,1,1,1,0,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1990,1991,2,2,2,0,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1990,1992,3,16,16,353,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1990,1993,4,16,16,0,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1990,1994,5,16,16,0,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1990,1995,6,16,16,0,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1990,1996,7,16,16,0,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1990,1997,8,16,16,0,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1990,1998,9,16,16,0,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1990,1999,10,16,16,0,48,0,48,1,168
13943,Fitchburg Mut Ins Co,1991,1991,1,6,6,0,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1991,1992,2,15,15,410,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1991,1993,3,15,15,0,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1991,1994,4,15,15,0,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1991,1995,5,15,15,0,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1991,1996,6,15,15,0,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1991,1997,7,15,15,0,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1991,1998,8,15,15,0,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1991,1999,9,15,15,0,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1991,2000,10,15,15,0,83,67,16,1,168
13943,Fitchburg Mut Ins Co,1992,1992,1,22,10,40,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1992,1993,2,26,19,5,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1992,1994,3,21,19,0,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1992,1995,4,21,19,2,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1992,1996,5,20,20,0,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1992,1997,6,20,20,0,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1992,1998,7,21,21,0,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1992,1999,8,21,21,0,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1992,2000,9,21,21,0,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1992,2001,10,21,21,0,234,159,75,1,168
13943,Fitchburg Mut Ins Co,1993,1993,1,50,27,5,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1993,1994,2,94,39,39,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1993,1995,3,113,59,29,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1993,1996,4,84,81,0,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1993,1997,5,81,81,0,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1993,1998,6,81,81,0,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1993,1999,7,81,81,0,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1993,2000,8,81,81,0,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1993,2001,9,81,81,0,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1993,2002,10,81,81,0,290,44,246,1,168
13943,Fitchburg Mut Ins Co,1994,1994,1,74,14,29,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1994,1995,2,68,21,23,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1994,1996,3,128,29,0,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1994,1997,4,144,144,0,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1994,1998,5,144,144,0,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1994,1999,6,144,144,0,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1994,2000,7,156,156,0,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1994,2001,8,156,156,0,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1994,2002,9,156,156,0,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1994,2003,10,158,157,0,533,313,220,1,168
13943,Fitchburg Mut Ins Co,1995,1995,1,72,28,23,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1995,1996,2,80,47,1,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1995,1997,3,170,70,0,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1995,1998,4,101,101,0,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1995,1999,5,101,101,0,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1995,2000,6,101,101,0,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1995,2001,7,101,101,0,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1995,2002,8,101,101,0,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1995,2003,9,104,102,0,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1995,2004,10,103,103,0,504,288,216,1,168
13943,Fitchburg Mut Ins Co,1996,1996,1,29,22,0,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1996,1997,2,56,39,0,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1996,1998,3,69,44,1,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1996,1999,4,73,49,0,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1996,2000,5,77,77,0,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1996,2001,6,77,77,0,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1996,2002,7,77,77,0,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1996,2003,8,82,79,0,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1996,2004,9,82,82,0,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1996,2005,10,85,84,0,441,237,204,1,168
13943,Fitchburg Mut Ins Co,1997,1997,1,62,21,0,374,228,146,1,168
13943,Fitchburg Mut Ins Co,1997,1998,2,113,53,1,374,228,146,1,168
13943,Fitchburg Mut Ins Co,1997,1999,3,159,131,2,374,228,146,1,168
13943,Fitchburg Mut Ins Co,1997,2000,4,157,132,0,374,228,146,1,168
13943,Fitchburg Mut Ins Co,1997,2001,5,160,135,0,374,228,146,1,168
13943,Fitchburg Mut Ins Co,1997,2002,6,154,141,-12,374,228,146,1,168
13943,Fitchburg Mut Ins Co,1997,2003,7,177,174,0,374,228,146,1,168
13943,Fitchburg Mut Ins Co,1997,2004,8,177,177,0,374,228,146,1,168
13943,Fitchburg Mut Ins Co,1997,2005,9,178,178,0,374,228,146,1,168
13943,Fitchburg Mut Ins Co,1997,2006,10,178,178,0,374,228,146,1,168
14044,Goodville Mut Cas Co,1988,1988,1,481,168,79,991,107,884,1,455
14044,Goodville Mut Cas Co,1988,1989,2,540,297,61,991,107,884,1,455
14044,Goodville Mut Cas Co,1988,1990,3,477,395,23,991,107,884,1,455
14044,Goodville Mut Cas Co,1988,1991,4,486,457,8,991,107,884,1,455
14044,Goodville Mut Cas Co,1988,1992,5,468,462,2,991,107,884,1,455
14044,Goodville Mut Cas Co,1988,1993,6,474,468,1,991,107,884,1,455
14044,Goodville Mut Cas Co,1988,1994,7,468,468,0,991,107,884,1,455
14044,Goodville Mut Cas Co,1988,1995,8,468,468,0,991,107,884,1,455
14044,Goodville Mut Cas Co,1988,1996,9,468,468,0,991,107,884,1,455
14044,Goodville Mut Cas Co,1988,1997,10,468,468,0,991,107,884,1,455
14044,Goodville Mut Cas Co,1989,1989,1,876,225,163,1071,190,881,1,455
14044,Goodville Mut Cas Co,1989,1990,2,735,481,70,1071,190,881,1,455
14044,Goodville Mut Cas Co,1989,1991,3,735,623,26,1071,190,881,1,455
14044,Goodville Mut Cas Co,1989,1992,4,786,714,15,1071,190,881,1,455
14044,Goodville Mut Cas Co,1989,1993,5,781,771,2,1071,190,881,1,455
14044,Goodville Mut Cas Co,1989,1994,6,786,779,2,1071,190,881,1,455
14044,Goodville Mut Cas Co,1989,1995,7,779,779,0,1071,190,881,1,455
14044,Goodville Mut Cas Co,1989,1996,8,779,779,0,1071,190,881,1,455
14044,Goodville Mut Cas Co,1989,1997,9,779,779,0,1071,190,881,1,455
14044,Goodville Mut Cas Co,1989,1998,10,779,779,0,1071,190,881,1,455
14044,Goodville Mut Cas Co,1990,1990,1,839,235,171,1125,225,900,1,455
14044,Goodville Mut Cas Co,1990,1991,2,755,374,88,1125,225,900,1,455
14044,Goodville Mut Cas Co,1990,1992,3,766,680,21,1125,225,900,1,455
14044,Goodville Mut Cas Co,1990,1993,4,765,745,6,1125,225,900,1,455
14044,Goodville Mut Cas Co,1990,1994,5,761,752,2,1125,225,900,1,455
14044,Goodville Mut Cas Co,1990,1995,6,768,759,2,1125,225,900,1,455
14044,Goodville Mut Cas Co,1990,1996,7,759,759,0,1125,225,900,1,455
14044,Goodville Mut Cas Co,1990,1997,8,759,759,0,1125,225,900,1,455
14044,Goodville Mut Cas Co,1990,1998,9,760,759,0,1125,225,900,1,455
14044,Goodville Mut Cas Co,1990,1999,10,759,759,0,1125,225,900,1,455
14044,Goodville Mut Cas Co,1991,1991,1,512,267,67,930,124,806,1,455
14044,Goodville Mut Cas Co,1991,1992,2,521,401,32,930,124,806,1,455
14044,Goodville Mut Cas Co,1991,1993,3,591,442,36,930,124,806,1,455
14044,Goodville Mut Cas Co,1991,1994,4,585,493,18,930,124,806,1,455
14044,Goodville Mut Cas Co,1991,1995,5,590,514,15,930,124,806,1,455
14044,Goodville Mut Cas Co,1991,1996,6,656,651,1,930,124,806,1,455
14044,Goodville Mut Cas Co,1991,1997,7,651,651,0,930,124,806,1,455
14044,Goodville Mut Cas Co,1991,1998,8,652,652,0,930,124,806,1,455
14044,Goodville Mut Cas Co,1991,1999,9,657,655,1,930,124,806,1,455
14044,Goodville Mut Cas Co,1991,2000,10,655,655,0,930,124,806,1,455
14044,Goodville Mut Cas Co,1992,1992,1,435,191,53,918,117,801,1,455
14044,Goodville Mut Cas Co,1992,1993,2,328,311,8,918,117,801,1,455
14044,Goodville Mut Cas Co,1992,1994,3,355,319,9,918,117,801,1,455
14044,Goodville Mut Cas Co,1992,1995,4,345,340,2,918,117,801,1,455
14044,Goodville Mut Cas Co,1992,1996,5,345,341,1,918,117,801,1,455
14044,Goodville Mut Cas Co,1992,1997,6,350,344,1,918,117,801,1,455
14044,Goodville Mut Cas Co,1992,1998,7,346,345,0,918,117,801,1,455
14044,Goodville Mut Cas Co,1992,1999,8,346,346,0,918,117,801,1,455
14044,Goodville Mut Cas Co,1992,2000,9,348,347,0,918,117,801,1,455
14044,Goodville Mut Cas Co,1992,2001,10,347,347,0,918,117,801,1,455
14044,Goodville Mut Cas Co,1993,1993,1,500,134,89,1000,156,844,1,455
14044,Goodville Mut Cas Co,1993,1994,2,422,226,41,1000,156,844,1,455
14044,Goodville Mut Cas Co,1993,1995,3,455,318,29,1000,156,844,1,455
14044,Goodville Mut Cas Co,1993,1996,4,438,325,22,1000,156,844,1,455
14044,Goodville Mut Cas Co,1993,1997,5,406,404,1,1000,156,844,1,455
14044,Goodville Mut Cas Co,1993,1998,6,405,404,0,1000,156,844,1,455
14044,Goodville Mut Cas Co,1993,1999,7,405,405,0,1000,156,844,1,455
14044,Goodville Mut Cas Co,1993,2000,8,405,405,0,1000,156,844,1,455
14044,Goodville Mut Cas Co,1993,2001,9,411,410,0,1000,156,844,1,455
14044,Goodville Mut Cas Co,1993,2002,10,410,410,0,1000,156,844,1,455
14044,Goodville Mut Cas Co,1994,1994,1,628,241,77,1040,124,916,1,455
14044,Goodville Mut Cas Co,1994,1995,2,730,435,60,1040,124,916,1,455
14044,Goodville Mut Cas Co,1994,1996,3,732,603,26,1040,124,916,1,455
14044,Goodville Mut Cas Co,1994,1997,4,708,704,1,1040,124,916,1,455
14044,Goodville Mut Cas Co,1994,1998,5,707,706,0,1040,124,916,1,455
14044,Goodville Mut Cas Co,1994,1999,6,708,707,0,1040,124,916,1,455
14044,Goodville Mut Cas Co,1994,2000,7,707,707,0,1040,124,916,1,455
14044,Goodville Mut Cas Co,1994,2001,8,708,708,0,1040,124,916,1,455
14044,Goodville Mut Cas Co,1994,2002,9,708,708,0,1040,124,916,1,455
14044,Goodville Mut Cas Co,1994,2003,10,708,708,0,1040,124,916,1,455
14044,Goodville Mut Cas Co,1995,1995,1,614,311,61,1058,123,935,1,455
14044,Goodville Mut Cas Co,1995,1996,2,520,474,10,1058,123,935,1,455
14044,Goodville Mut Cas Co,1995,1997,3,498,492,2,1058,123,935,1,455
14044,Goodville Mut Cas Co,1995,1998,4,497,495,1,1058,123,935,1,455
14044,Goodville Mut Cas Co,1995,1999,5,498,497,0,1058,123,935,1,455
14044,Goodville Mut Cas Co,1995,2000,6,498,498,0,1058,123,935,1,455
14044,Goodville Mut Cas Co,1995,2001,7,499,499,0,1058,123,935,1,455
14044,Goodville Mut Cas Co,1995,2002,8,499,499,0,1058,123,935,1,455
14044,Goodville Mut Cas Co,1995,2003,9,499,499,0,1058,123,935,1,455
14044,Goodville Mut Cas Co,1995,2004,10,499,499,0,1058,123,935,1,455
14044,Goodville Mut Cas Co,1996,1996,1,505,270,48,1026,65,961,1,455
14044,Goodville Mut Cas Co,1996,1997,2,454,347,24,1026,65,961,1,455
14044,Goodville Mut Cas Co,1996,1998,3,436,366,13,1026,65,961,1,455
14044,Goodville Mut Cas Co,1996,1999,4,439,374,11,1026,65,961,1,455
14044,Goodville Mut Cas Co,1996,2000,5,407,405,1,1026,65,961,1,455
14044,Goodville Mut Cas Co,1996,2001,6,406,405,0,1026,65,961,1,455
14044,Goodville Mut Cas Co,1996,2002,7,405,405,0,1026,65,961,1,455
14044,Goodville Mut Cas Co,1996,2003,8,405,405,0,1026,65,961,1,455
14044,Goodville Mut Cas Co,1996,2004,9,405,405,0,1026,65,961,1,455
14044,Goodville Mut Cas Co,1996,2005,10,405,405,0,1026,65,961,1,455
14044,Goodville Mut Cas Co,1997,1997,1,448,146,66,1026,90,936,1,455
14044,Goodville Mut Cas Co,1997,1998,2,276,225,10,1026,90,936,1,455
14044,Goodville Mut Cas Co,1997,1999,3,339,261,14,1026,90,936,1,455
14044,Goodville Mut Cas Co,1997,2000,4,370,369,0,1026,90,936,1,455
14044,Goodville Mut Cas Co,1997,2001,5,372,372,0,1026,90,936,1,455
14044,Goodville Mut Cas Co,1997,2002,6,372,372,0,1026,90,936,1,455
14044,Goodville Mut Cas Co,1997,2003,7,372,372,0,1026,90,936,1,455
14044,Goodville Mut Cas Co,1997,2004,8,372,372,0,1026,90,936,1,455
14044,Goodville Mut Cas Co,1997,2005,9,373,373,0,1026,90,936,1,455
14044,Goodville Mut Cas Co,1997,2006,10,373,373,0,1026,90,936,1,455
14176,Hastings Mut Ins Co,1988,1988,1,1182,335,493,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1988,1989,2,1183,651,371,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1988,1990,3,1019,763,0,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1988,1991,4,1129,968,0,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1988,1992,5,1061,1060,0,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1988,1993,6,1188,1060,127,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1988,1994,7,1061,1061,0,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1988,1995,8,1061,1061,0,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1988,1996,9,1061,1061,0,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1988,1997,10,1065,1065,0,3109,534,2576,1,8889
14176,Hastings Mut Ins Co,1989,1989,1,1503,324,974,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1989,1990,2,919,594,29,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1989,1991,3,1597,835,574,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1989,1992,4,1204,894,0,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1989,1993,5,1363,1025,0,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1989,1994,6,1296,1293,0,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1989,1995,7,1303,1297,0,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1989,1996,8,1318,1331,0,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1989,1997,9,1332,1332,0,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1989,1998,10,1332,1332,0,3465,682,2783,1,8889
14176,Hastings Mut Ins Co,1990,1990,1,1559,386,667,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1990,1991,2,1174,592,279,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1990,1992,3,1146,897,-1,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1990,1993,4,1287,1047,0,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1990,1994,5,1314,1207,0,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1990,1995,6,1450,1443,5,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1990,1996,7,1467,1466,0,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1990,1997,8,1466,1466,0,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1990,1998,9,1466,1466,0,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1990,1999,10,1466,1466,0,3930,918,3012,1,8889
14176,Hastings Mut Ins Co,1991,1991,1,1179,332,219,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1991,1992,2,1831,1043,502,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1991,1993,3,1971,1378,373,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1991,1994,4,1932,1750,42,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1991,1995,5,2079,1846,104,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1991,1996,6,1992,1853,13,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1991,1997,7,1974,1847,0,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1991,1998,8,1959,1959,0,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1991,1999,9,1960,1960,0,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1991,2000,10,1960,1960,0,4240,1052,3188,1,8889
14176,Hastings Mut Ins Co,1992,1992,1,1343,302,626,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1992,1993,2,1284,639,120,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1992,1994,3,1874,1030,203,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1992,1995,4,1989,1620,166,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1992,1996,5,1902,1859,29,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1992,1997,6,1891,1861,16,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1992,1998,7,1878,1861,3,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1992,1999,8,1875,1861,0,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1992,2000,9,1861,1861,0,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1992,2001,10,1861,1861,0,4519,1057,3462,1,8889
14176,Hastings Mut Ins Co,1993,1993,1,1730,291,802,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1993,1994,2,2098,591,622,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1993,1995,3,2317,1117,394,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1993,1996,4,1986,1620,82,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1993,1997,5,1924,1867,49,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1993,1998,6,1877,1870,7,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1993,1999,7,1872,1870,2,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1993,2000,8,1870,1870,0,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1993,2001,9,1870,1870,0,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1993,2002,10,1870,1870,0,4734,1093,3640,1,8889
14176,Hastings Mut Ins Co,1994,1994,1,2970,471,1862,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1994,1995,2,3050,968,1128,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1994,1996,3,3181,1918,430,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1994,1997,4,2697,2290,157,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1994,1998,5,2573,2320,41,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1994,1999,6,2490,2286,3,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1994,2000,7,2494,2291,0,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1994,2001,8,2488,2488,0,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1994,2002,9,2488,2488,0,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1994,2003,10,2487,2487,0,5339,1200,4139,1,8889
14176,Hastings Mut Ins Co,1995,1995,1,3501,610,1948,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1995,1996,2,3895,1435,1232,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1995,1997,3,3255,1978,366,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1995,1998,4,2984,2693,79,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1995,1999,5,2912,2823,2,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1995,2000,6,2933,2880,0,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1995,2001,7,2915,2921,-7,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1995,2002,8,2916,2915,-8,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1995,2003,9,2916,2917,0,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1995,2004,10,2918,2918,0,5682,1159,4523,1,8889
14176,Hastings Mut Ins Co,1996,1996,1,4612,686,2703,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1996,1997,2,3825,1897,1191,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1996,1998,3,3014,2589,177,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1996,1999,4,3033,2689,9,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1996,2000,5,3316,3007,191,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1996,2001,6,3164,3157,-1,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1996,2002,7,3154,3157,0,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1996,2003,8,3154,3157,0,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1996,2004,9,3155,3155,0,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1996,2005,10,3155,3155,0,6008,948,5060,1,8889
14176,Hastings Mut Ins Co,1997,1997,1,5335,742,2964,6441,425,6016,1,8889
14176,Hastings Mut Ins Co,1997,1998,2,4432,1691,1034,6441,425,6016,1,8889
14176,Hastings Mut Ins Co,1997,1999,3,3914,3157,154,6441,425,6016,1,8889
14176,Hastings Mut Ins Co,1997,2000,4,4363,3309,507,6441,425,6016,1,8889
14176,Hastings Mut Ins Co,1997,2001,5,3646,3499,11,6441,425,6016,1,8889
14176,Hastings Mut Ins Co,1997,2002,6,3549,3519,-10,6441,425,6016,1,8889
14176,Hastings Mut Ins Co,1997,2003,7,3766,3744,0,6441,425,6016,1,8889
14176,Hastings Mut Ins Co,1997,2004,8,3643,3637,0,6441,425,6016,1,8889
